-12.2749449510162+1.23144957027161e-17i,0.0707134101884499-3.90011835802079e-12i,0.0707134241683569+1.85506775580592e-12i,0.0707134601816506+1.96095334390349e-11i,0.0707133912566746-6.14639030106468e-12i,0.0707133729853986+1.45658426415807e-11i,0.0707134267475595-2.59836577086667e-11i
-0.00306069322865573-3.33063399801164e-19i,0.000473840558245283+1.62541679731651e-12i,0.000473840555126163-2.79982331013635e-13i,0.000473829359420717-5.87511655025813e-12i,0.000473836478809046+1.0192840670712e-12i,0.000473827986677593-4.01872625358074e-12i,0.000473836579181458+7.52912145397432e-12i
0.0502712873435783+5.95249022618178e-18i,0.00682649416948919+8.18140165652306e-13i,0.0068264812532732-3.65448446750606e-13i,0.00682647777416553-3.55014609586196e-12i,0.00682649863751411+1.01396274205358e-12i,0.00682648267106678-2.70874257420049e-12i,0.00682648525050578+4.79227208908584e-12i
-0.00826933931423782-2.98665095854517e-18i,-0.0236342382099204-4.84603599893415e-13i,-0.0236342413378738-2.43357196509145e-13i,-0.0236342339409699+2.22093691026003e-12i,-0.0236342370828939-6.52881028895965e-15i,-0.0236342182587116-6.3160587479809e-14i,-0.0236342318156599-1.42337645444876e-12i
0.0381670205523034-7.57304753767293e-18i,0.0200447488812414-5.96152044895694e-13i,0.0200447550184204-5.77592116993068e-15i,0.0200447549570643+2.80973384440172e-12i,0.020044747042034-5.13125569783084e-13i,0.0200447614060851+1.94039741796406e-12i,0.0200447504941201-3.63500881395939e-12i
0.0594096262119036-1.47134340727784e-17i,0.0226198262187653+1.86461865228603e-12i,0.0226198313093291-1.52489883292443e-13i,0.0226198165327215-8.10368861659526e-12i,0.0226198380777289+4.55785322634005e-13i,0.0226198250919661-4.26303873904378e-12i,0.0226198290319526+1.01988897868112e-11i
-0.0237909316722437+3.39857849533645e-18i,0.0141487619716564-1.63428991965386e-12i,0.0141487598936036+6.07124485778455e-13i,0.0141487722685231+6.96632267748716e-12i,0.0141487606459293-1.80621559239574e-12i,0.0141487484100202+5.02412588326721e-12i,0.0141487591702245-9.15701124980413e-12i
0.0235296609616156+1.4084935594071e-17i,0.0182991745896124+1.85022568337808e-12i,0.0182991695564559-1.02238463151175e-12i,0.0182991578501477-9.13502199818911e-12i,0.0182991845733682+2.22922536782127e-12i,0.0182991750777346-6.27514969419438e-12i,0.0182991748705876+1.2353197395199e-11i
-0.0175236578612498-5.51384236307826e-19i,-0.00280459005260411+3.12360989368824e-12i,-0.00280459242964541-9.61365723017783e-13i,-0.00280461811092646-1.26099344152732e-11i,-0.00280458178915957+2.31515392945258e-12i,-0.00280459740184399-7.687669674803e-12i,-0.00280459999971372+1.58201904759639e-11i
0.0374626259273031-1.07476025684326e-17i,0.00115977057749168-6.58176778183908e-13i,0.00115977186268356+3.49097794773145e-14i,0.00115977539073574+4.65122923305876e-12i,0.00115976538433412-1.47513033945889e-12i,0.00115978236666437+3.61736795547402e-12i,0.00115977007132198-6.17021905336516e-12i
-0.0122315138948822-6.61087670269647e-18i,-0.0325520123733027+1.09168220156542e-12i,-0.0325520106371719-7.91334805573773e-13i,-0.0325520126952465-2.65829206195664e-12i,-0.0325520094813065+3.82549558975928e-13i,-0.0325520026021742-2.18983655988427e-12i,-0.0325520033907383+4.16509408421246e-12i
0.0405034896256462-1.05509369547034e-18i,0.00171875835821198+1.60414524338653e-13i,0.00171875745068021-4.45448868176637e-13i,0.00171875642531256-6.77623520013067e-13i,0.00171875577025966+6.08995138327996e-14i,0.00171877123376584-2.99519999107955e-13i,0.00171875479496263+1.20128456584248e-12i
-0.0240517541807986-7.08269513275623e-18i,-0.0281992268606296+6.47336776064009e-13i,-0.0281992263951776-5.54875770502645e-13i,-0.0281992394766537-1.93189817010574e-12i,-0.0281992323979657+1.58416204327109e-12i,-0.0281992274823518-1.85712229854995e-12i,-0.0281992331226899+2.11227225057439e-12i
-0.0057316966080793+3.35375624760843e-18i,-0.00300477079021538-1.04428133971666e-13i,-0.00300476973076715+8.45262187899737e-13i,-0.0030047721709662-2.23636820819995e-12i,-0.00300475801116461-1.24570631609751e-13i,-0.00300478134950269-9.04270886275449e-13i,-0.00300477806849703+2.52436800093047e-12i
-0.0421768499725906-1.55452094263231e-17i,-0.0106246974120943-9.57179134614602e-13i,-0.0106246966666573-6.97792124072857e-16i,-0.010624693206147+5.77736857400513e-12i,-0.0106247140468287-7.71819303971248e-13i,-0.0106247056141341+3.80059222045332e-12i,-0.0106246949451316-7.84832829382742e-12i
-0.0115743688759954+1.09831844642619e-17i,0.0153368214533828+5.870373762459e-13i,0.0153368261568019+1.65887801674816e-15i,0.0153368223072319-2.80093709572443e-12i,0.0153368243616941+3.25249574795179e-13i,0.0153368143589213-1.22936842640726e-12i,0.0153368258036557+3.11642931883645e-12i
-0.0398015794743763-2.61309069063322e-18i,-0.0147656061510559+7.49816563242056e-13i,-0.0147656106858667-1.13379838402141e-13i,-0.0147656116931867-3.86100288594948e-12i,-0.0147655960187852+1.00216393613563e-12i,-0.0147656051726226-2.91401515559194e-12i,-0.0147656051969869+5.136362018509e-12i
0.0158244413763349-8.61188119261452e-18i,0.00549771444784117+1.00889805747137e-12i,0.00549771120767589-5.13924498223566e-13i,0.00549770312500164-3.67933937548323e-12i,0.00549771661404116+7.63893682383579e-13i,0.0054977103543801-2.02317052318349e-12i,0.00549770960213225+4.44364779978991e-12i
-0.0133627679381631+3.80131702458424e-18i,0.0111994239997305-2.03335664531841e-12i,0.0111994249878851+4.99736662819276e-13i,0.0111994409421924+9.65529792844429e-12i,0.011199413452834-2.35468330858603e-12i,0.0111994318817273+6.06577835262803e-12i,0.0111994317379511-1.18327290854173e-11i
-0.0385524146923725-1.29919391300875e-17i,-0.0296179392615082+1.26274157579848e-12i,-0.0296179365058742-9.29256191784133e-13i,-0.0296179488498797-3.00648732561384e-12i,-0.0296179476477924+1.12455763876863e-12i,-0.0296179210522053-2.59267058494497e-12i,-0.0296179449694076+4.140984878836e-12i
-0.0277261628306511+1.15844525763693e-17i,0.0204593851370194+8.13021149263385e-13i,0.0204593871274348-5.77030502989777e-13i,0.020459380506465-3.1140418837475e-12i,0.020459379101868+9.2248422272008e-13i,0.0204593808651207-2.2110756090594e-12i,0.0204593902812498+4.16674134544051e-12i
-0.0318134898366709+5.4612523709369e-18i,0.00938505380198568-2.85440833177169e-12i,0.00938505859271599+1.73098718565463e-12i,0.00938507859187337+1.09600048848771e-11i,0.0093850470747035-3.57664462419595e-12i,0.00938504435486126+8.45127961430856e-12i,0.00938505784677734-1.47111764313959e-11i
-0.00787685316637629+7.52982067194342e-19i,-0.0122081360983002+2.70804900557642e-12i,-0.0122081305456264-6.42850817918663e-13i,-0.0122081517981486-1.20704678870729e-11i,-0.0122081197022023+2.52776673377239e-12i,-0.0122081319321328-8.49385087294697e-12i,-0.0122081244412509+1.59713093048233e-11i
0.0630429545385112+3.70309946872336e-18i,0.0157658596126895-1.54210029071642e-13i,0.0157658531291042-1.1760283058194e-13i,0.0157658563819099+1.47558879560919e-13i,0.01576586557239+2.16304429086274e-13i,0.0157658666561845-2.01154665884825e-13i,0.0157658556842586+1.09168066407364e-13i
0.0251172891373738+1.79905827734346e-19i,-0.00508556596865323+7.25304666160952e-13i,-0.00508556944926353-1.23576057342372e-13i,-0.0050855745372701-3.43961174281954e-12i,-0.00508556214006181+1.68378249721254e-12i,-0.00508555042233791-2.71534135438457e-12i,-0.00508556803055682+3.86941867042792e-12i
-0.0189531751754466-2.84031069677383e-18i,-0.0316945607354637+2.25224979472754e-14i,-0.0316945686443264+3.33967560876864e-14i,-0.0316945692550086-2.57779184275067e-13i,-0.0316945696770818+8.4633965545548e-13i,-0.0316945425345216-1.77419356226662e-12i,-0.0316945621866935+1.12959086005791e-12i
-0.0230843688789015-3.64587023884334e-18i,-0.0233881161278133-1.83201875923755e-12i,-0.02338812114473+8.72994552567764e-13i,-0.0233881097694956+6.60546152101936e-12i,-0.023388120277414-1.88953381868815e-12i,-0.0233881218186655+4.79089125658773e-12i,-0.0233881126926874-8.54788741182908e-12i
0.00211425756239954-2.54226441597376e-18i,-0.0169660870337107+5.91233894319267e-13i,-0.0169660826434119-4.79240407831222e-13i,-0.0169660870031132-1.78820447553323e-12i,-0.0169660811072001+9.25904628915003e-13i,-0.0169660648124855-1.90509779093395e-12i,-0.0169660802055964+2.65532984994304e-12i
-0.0291163767616996-2.96663536389832e-17i,-0.0205915238496155+1.43042790897198e-12i,-0.0205915245090366-9.59712419431811e-13i,-0.0205915299860601-3.03370995324016e-12i,-0.0205915326965844+3.80513729468767e-14i,-0.0205915327986118-6.57519532798852e-13i,-0.0205915242938008+3.18233616188118e-12i
0.00474318375311734+1.56237878679773e-17i,0.00568862134011477+4.55809646443583e-13i,0.00568861032439882-3.5272451917279e-13i,0.00568861114129124-4.56753418301302e-12i,0.00568863307414091+1.95328588901178e-12i,0.00568861990836314-3.48955141007249e-12i,0.00568860981103536+6.00075810569153e-12i
0.0431303695599602+2.41968406713313e-18i,-0.00068551137807045-1.00445333130478e-13i,-0.000685515077559318+2.92982520194519e-14i,-0.000685510352106344-8.12186712127154e-13i,-0.000685500510253068+3.74422104792347e-13i,-0.000685506053007295-1.28847238634011e-12i,-0.00068550924408628+1.79739362496791e-12i
0.00310278436379411+1.37385419602598e-17i,0.00893605763231398+1.68352682600221e-12i,0.00893605253702889-8.14743090321113e-13i,0.00893603986156655-5.94847692593417e-12i,0.00893605141970222+2.18911112524497e-12i,0.008936060310545-4.70740648351183e-12i,0.0089360585214131+7.59804039156018e-12i
-0.0403746976250971-5.60749271983321e-18i,-0.000120249320161053+1.1167118371127e-12i,-0.000120255936317856-1.10286228022411e-12i,-0.000120260183511828-2.35117611502326e-12i,-0.000120258735794174+5.39529517787304e-13i,-0.000120254558808319-1.72361816721279e-12i,-0.000120253571333662+3.52140861118615e-12i
-0.0043905897558118+1.22143612318886e-17i,0.0213560518422693-2.94443093542878e-12i,0.0213560506520035+1.79411588301815e-12i,0.0213560692062382+9.59824159002882e-12i,0.0213560503462886-2.48422329260532e-12i,0.021356030176985+6.61851275933829e-12i,0.0213560486592006-1.25821149106135e-11i
-0.0256063232314257+1.04453249405854e-17i,0.0168112862751523-5.77176058121199e-13i,0.0168112895875283-2.06744356457253e-13i,0.0168112920828303+3.25802880826236e-12i,0.0168112806864152-2.32798600361741e-13i,0.016811288800905+2.04319399456655e-12i,0.0168112915898373-4.28442204404252e-12i
-0.0263584408178593-1.42563125609425e-18i,0.00617996903808715+2.6140639444542e-13i,0.00617996742043403-4.12454543530457e-13i,0.00617996403975446-9.39960557606199e-13i,0.00617996643570484+7.3503299091908e-13i,0.00617995617562084-6.853164242131e-13i,0.00617996555865519+1.04131396965832e-12i
0.0468265090423752+6.94240630478031e-18i,0.00869960183259125-7.87823825426253e-13i,0.00869960195405467+1.18053058806762e-13i,0.00869960132684169+1.318083487421e-13i,0.00869960474017945+2.27644028127053e-13i,0.00869960622652044+8.32382459915532e-13i,0.00869959248786967-5.22015029596706e-13i
0.00371561400930806-1.27331207300102e-17i,-0.0073259857159535-1.52323046854532e-12i,-0.00732598254626593+1.36561484098901e-12i,-0.00732597486392217+5.53108585661406e-12i,-0.00732598687994074-2.22238599164692e-12i,-0.0073259769299498+4.41771019541308e-12i,-0.007325985312165-7.56883442559626e-12i
-0.0724760429679544+6.00333266613834e-19i,-0.0130817635934555+8.7876511671171e-15i,-0.013081759363422-1.86855883003137e-14i,-0.0130817588217579+1.71876136967916e-13i,-0.0130817639590725-7.64137149245683e-13i,-0.0130817759341502+1.28596300970519e-12i,-0.0130817562508287-6.83847936837544e-13i
0.024134599734943-2.20216841403254e-18i,0.0116669629030854+4.47556082709561e-13i,0.0116669568903395-8.26116537516665e-14i,0.0116669529030667-2.81181257742731e-12i,0.0116669694749644+1.18000965342291e-13i,0.0116669534246372-1.05589029151744e-12i,0.0116669601977406+3.3847990343664e-12i
-0.0308318247450851+4.61640448353387e-18i,-0.00656991696863082-1.26531106979421e-12i,-0.00656991702904142-1.98685811605685e-13i,-0.00656991339404267+7.60077374554086e-12i,-0.00656993687960375-1.99307705206943e-12i,-0.00656993949412796+6.81321737509213e-12i,-0.00656992819220781-1.09569531726176e-11i
-0.0199139532711138+1.33388060285474e-17i,0.0118013164162215-6.78638617926688e-13i,0.0118013116932963+7.09906918479343e-13i,0.0118013177813679+8.81461464722404e-13i,0.0118013198683438+8.23949861936143e-14i,0.0118013005042542+1.27148564668587e-14i,0.01180131147437-1.0077719999974e-12i
0.0490672769229196-6.62491519441083e-18i,-0.00964108049068724+1.57907675736765e-12i,-0.00964107747007642-5.52638961452303e-13i,-0.00964109133514829-7.18022123693699e-12i,-0.00964107418588622+1.2679054384499e-12i,-0.0096410731734296-4.09077098595667e-12i,-0.00964107728022068+8.97660700303e-12i
-0.0232045896701263-6.76269597235118e-18i,0.00822006760254307-2.25131886700933e-13i,0.00822007361541505+2.78944431214159e-13i,0.00822008031679455+8.95027974919823e-13i,0.00822006827202021-3.97272944361573e-13i,0.00822007765106303+8.16760171466134e-13i,0.00822007754622422-1.36830131972894e-12i
0.00639923216196514+1.76081255544259e-17i,-0.00332064774459158+5.37715892603646e-14i,-0.00332065359641025-2.60587458020566e-13i,-0.00332065290615034-8.21220170775695e-13i,-0.0033206520368786+1.04864521199477e-12i,-0.00332066470048188-6.11074898592701e-13i,-0.00332065299141415+5.90468248268413e-13i
0.0102284213073219+1.09572346642673e-18i,-0.0126709553818975-1.17603699592702e-12i,-0.0126709524975673-2.69012582891525e-13i,-0.0126709429402877+3.9628785190063e-12i,-0.0126709531315803-8.69638433190207e-13i,-0.0126709474649204+3.38075048766147e-12i,-0.0126709502657016-5.02898747741696e-12i
-0.0222764576194021-1.99308970249777e-19i,-0.0147357064264544-6.21771179767803e-13i,-0.0147357014992087-5.81787987585381e-13i,-0.0147356965586642+4.50777769099753e-12i,-0.0147357218609326-1.60749530169001e-12i,-0.0147357035956684+3.18574658379865e-12i,-0.0147356961624907-4.88252799319487e-12i
0.0713431866930922-9.07176951820127e-19i,0.0403418922188958-1.19169700190081e-12i,0.0403418932807931+1.84964609402221e-14i,0.0403418958866735+6.64314326931502e-12i,0.040341875747594-2.21111270370595e-12i,0.0403418804389364+5.17680253496713e-12i,0.0403418852932926-8.43548510664311e-12i
-0.0167229680152218-4.66616159096761e-18i,0.00616389368104955+2.80998197803954e-12i,0.00616389322372776-1.61414312401589e-12i,0.00616387816912969-9.55764247420185e-12i,0.00616389912215395+2.35330716724087e-12i,0.00616389932730205-6.26779629689371e-12i,0.00616389629787761+1.22763068069792e-11i
0.00124966510560131+8.8110914673468e-18i,-0.000899350795268872-9.96813445479192e-13i,-0.000899348445495891+4.22794865158356e-13i,-0.000899342432305848+2.86833634914382e-12i,-0.000899346519043734-1.5636381244176e-13i,-0.000899351840669277+1.87204530105272e-12i,-0.000899352265307657-4.00998739270207e-12i
-0.0220457676237913+2.38758074634058e-17i,-0.0276495156863922+1.90984828480307e-14i,-0.0276495152628324+5.65751695944081e-13i,-0.0276495191640368-4.52297412927861e-12i,-0.0276495087712435+4.95328506569863e-13i,-0.0276495200354308-2.60853210499289e-12i,-0.0276495167577364+6.05125824688382e-12i
0.0420593220236082+3.41725707026533e-18i,-0.0142252234948187+5.99010115072489e-13i,-0.0142252236238937-2.55260242259534e-13i,-0.0142252288710165-3.00253418290993e-12i,-0.0142252227889886-1.90500718406259e-13i,-0.0142252352476828-5.0775407326333e-13i,-0.0142252201209936+3.3569822506052e-12i
-0.0350436667708675+8.18473082754191e-19i,-0.0085152072643942+5.58518084231662e-13i,-0.00851520608153492-1.58916673982356e-13i,-0.00851520675208453-3.26864747113192e-12i,-0.00851520521772534-1.27810340791902e-13i,-0.00851522597739138-6.64603880419785e-13i,-0.00851520805630068+3.66142684749083e-12i
-0.0161231333406045+9.43105883794443e-18i,-0.0195324056392777-3.34716727658324e-13i,-0.0195324087283361+5.90661916784119e-13i,-0.0195324022572207+7.22217015293442e-13i,-0.0195324060874601-7.00701295338983e-14i,-0.0195323917853009-2.96272584879038e-13i,-0.0195323997548602-6.11883776165846e-13i
-0.0161968712751954+1.552597054726e-18i,-0.0229658342404405+3.54430308715012e-13i,-0.022965839590234-2.47717110344452e-13i,-0.0229658411040913-2.11667320613543e-12i,-0.022965828405795+5.63599481482446e-13i,-0.0229658420665012-1.56752340994012e-12i,-0.0229658410277462+3.01379657322505e-12i
-0.0184055746894939+9.23538252116176e-18i,-0.0290878338967347-7.21772025757263e-14i,-0.0290878299012191+9.33374910580101e-13i,-0.0290878302937108-2.37388228833798e-12i,-0.0290878188869912+4.51780908452682e-13i,-0.0290878148351915-2.52524028738826e-12i,-0.0290878287359346+3.58604915505783e-12i
-0.0168763821431702+5.14093199217508e-18i,0.0065662356064492+3.59472659381562e-14i,0.00656623354127039+2.38428339938152e-13i,0.00656623525211047-1.60660915138672e-12i,0.00656624583792265-1.03158329681599e-13i,0.00656622342395491-5.24128080204705e-13i,0.00656623111539134+1.95954563634773e-12i
-0.0187611613865644-1.00526927239491e-17i,-0.0095684037526988-9.42705959470591e-13i,-0.00956840084608163-1.60263588439862e-13i,-0.00956839063207449+5.71440658455836e-12i,-0.00956841107673612-1.08681435413443e-12i,-0.00956839461461245+3.13059092710587e-12i,-0.00956839995738079-6.65526390843201e-12i
0.0545151621980508+1.08766414511362e-20i,0.00810257707055329+5.83072071768792e-13i,0.00810257257165764-9.05267759982693e-13i,0.00810256215180594-9.90575429935526e-13i,0.00810257249012405+5.47429385440749e-13i,0.00810258660957525-1.13203732185505e-12i,0.00810256906692441+1.8974073535406e-12i
0.0165622299828987-1.0317975570472e-17i,0.00722691527336564+1.19082643679601e-13i,0.00722692350834309-9.11394322493004e-13i,0.00722692406978021-3.08213877896404e-13i,0.00722691811867995+2.9969062753418e-14i,0.00722692359728991-2.66491885571667e-13i,0.00722691848465651+1.33706683674326e-12i
-0.0113026024350726+6.03571186394261e-18i,0.0105972265244565+4.06592081861699e-13i,0.0105972341668276-1.19346448879143e-14i,0.0105972358733391-2.04140481970786e-12i,0.010597230749162-4.82876231068892e-13i,0.0105972144098461-2.50296369806896e-13i,0.0105972307333637+2.37996919794257e-12i
-0.0169070639323591+1.07227541800562e-17i,0.00234722848729195-1.28536992713863e-14i,0.00234722950572826-2.035028297908e-13i,0.00234722954880277-1.98639967584391e-12i,0.0023472384540601+1.05912516113114e-13i,0.00234722228762993-9.20598047983686e-13i,0.00234722874064031+3.01746441743694e-12i
-0.0174189230906947+3.59824418925118e-18i,-0.0105477427965339+3.39136279468023e-14i,-0.010547745155126+9.92162539621145e-13i,-0.0105477382759233-2.07817328804641e-12i,-0.0105477374487721+5.3815596654096e-13i,-0.0105477424391798-1.94441038940126e-12i,-0.0105477354041343+2.45832149621528e-12i
-0.056357732572765-4.78572736181702e-18i,0.000675678555092457-7.32378897236067e-13i,0.00067568022646125-7.12782746881655e-13i,0.000675684300494445+7.45751943636815e-12i,0.000675659675108908-1.87595490906748e-12i,0.000675659035219656+5.67749699882634e-12i,0.000675677256737006-9.81391471219941e-12i
0.047975158078688-8.57839745600101e-18i,0.00863649770056987-2.02832438852901e-13i,0.00863649737314126+2.03475413533195e-13i,0.00863650533014126+1.04167311532897e-12i,0.00863649954809828-1.83870068729083e-13i,0.00863648937147174+1.4839407670828e-12i,0.00863650403988392-2.34236746140544e-12i
-0.0793769780891417-6.41714316275157e-18i,-0.0184100849299252-3.22546322026212e-13i,-0.0184100862445133+8.6954097535344e-14i,-0.0184100822423373+1.59602583404298e-12i,-0.0184100749516483+1.03236918709614e-13i,-0.0184100791427892-2.49033423943486e-13i,-0.0184100827245897-1.21471048688522e-12i
-0.0629586622138746-3.44424223352233e-18i,-0.0220083663347673-2.56436927191516e-12i,-0.0220083621894737+1.33951106933183e-12i,-0.0220083424609704+1.24945311621622e-11i,-0.022008376329842-3.06901779073567e-12i,-0.0220083553238375+7.19333247816662e-12i,-0.0220083488416161-1.53940771422597e-11i
-0.0195889253469118+6.77470249172273e-19i,-0.027318492746555+4.4455552371827e-14i,-0.027318495289679-3.9147375994484e-13i,-0.0273184958754953+8.30061042958075e-13i,-0.0273184979749478+3.25190730521637e-13i,-0.0273184918525846-2.42506324714177e-13i,-0.0273184931708643-5.65831527511908e-13i
-0.00212562828602593-6.09814033167832e-18i,-0.0106720460487014+7.33734324537948e-13i,-0.0106720486834249-1.85200065052011e-13i,-0.0106720467973288-3.72803439622208e-12i,-0.0106720344548339+1.83185217860552e-12i,-0.0106720240134425-4.00913814514056e-12i,-0.0106720397440316+5.35674448005521e-12i
-0.00596078089507427-4.97156435296709e-18i,-0.00979927207909193+2.05675985232131e-12i,-0.00979927734675712-8.41800622167252e-13i,-0.00979929071997465-6.94461193577634e-12i,-0.0097992751062404+1.45547912931511e-12i,-0.00979926210755927-5.00999602093766e-12i,-0.00979927524072877+9.28412239822035e-12i
-0.0507841002396086-5.88661676817887e-18i,-0.0110251957151108+5.74381072302298e-13i,-0.0110251885181902-1.1663649205844e-12i,-0.0110251964750503+2.25146075646888e-13i,-0.0110252084854543-3.51920680552853e-13i,-0.0110251973945558+8.03228141146377e-13i,-0.0110251895249429-8.45230143755093e-14i
0.00173575329064391-5.64743047955572e-18i,-0.0119383600401562-5.26790966968169e-14i,-0.0119383632933881-5.21170120887014e-13i,-0.0119383675420435+6.35583739167524e-13i,-0.011938363578734+1.22917154022552e-13i,-0.0119383643603314+9.58965255047901e-13i,-0.0119383637998101-1.1436775468885e-12i
-0.0201011227565896-9.04316066069316e-18i,0.0346776231794381-7.24077948566469e-13i,0.0346776328967073+4.40185323925231e-13i,0.0346776401579045+4.8143363568198e-12i,0.0346776113777145-1.86252958677707e-12i,0.0346776102286057+3.97219115740175e-12i,0.0346776368219164-6.63997810449505e-12i
0.0189907980371691+3.0585400760288e-20i,-0.0100538024301708+1.79440242907805e-12i,-0.0100538047415822-1.15161898487326e-12i,-0.0100538192089342-6.24609811991519e-12i,-0.0100538058815091+2.09770763754071e-12i,-0.010053790823794-4.77189662847939e-12i,-0.0100538107292403+8.27746224545924e-12i
-0.0150386611003835-3.26322342597498e-18i,-0.0125912391350146-1.31024927575413e-12i,-0.0125912359903241+9.59460473167807e-13i,-0.0125912305109858+4.25926116002224e-12i,-0.0125912349759981-1.39393237661874e-12i,-0.0125912403545713+3.15723163394167e-12i,-0.012591245558266-5.67182025986397e-12i
-0.0220369733727051-4.37304558097156e-18i,-0.0121108670107356+3.91647937509482e-13i,-0.0121108619754035+7.02909146631216e-13i,-0.0121108688631744-2.76659885483112e-12i,-0.0121108585151253+2.16134786762106e-13i,-0.0121108721147681-7.26022049947418e-13i,-0.0121108643564118+2.1818702746014e-12i
-0.0532413863664048+2.48336205049658e-18i,-0.0103286638537162-1.16469416314399e-13i,-0.0103286581413339-2.30069694026887e-13i,-0.0103286555314985-9.70891598119596e-13i,-0.0103286656058048-7.30468494044834e-13i,-0.0103286709328382+1.41530994612519e-12i,-0.0103286671266842+6.32551911814053e-13i
0.0361337790530132-6.10668161103878e-18i,0.0112337017756667-2.27521132387663e-13i,0.0112337007640493-1.86597806104651e-13i,0.0112337067313043+1.9441215046002e-12i,0.011233699056252-8.01172866848457e-13i,0.0112336909479607+1.344909034925e-12i,0.0112337031973631-2.07369911406741e-12i
-0.0276014659515585-1.18268037058325e-18i,-0.00536090580000059+2.8612672768553e-13i,-0.0053609040602971-1.42712214979121e-13i,-0.00536090590159927-2.38876924095849e-12i,-0.0053609001798498-9.25528230077344e-14i,-0.00536090492608521-1.1113828982644e-12i,-0.0053609085522941+3.44926737058568e-12i
-0.0311431401796063+7.49355154568124e-18i,-0.00231018200963766-8.05276079398411e-14i,-0.00231018189905727-4.95244530870171e-14i,-0.00231017371247486+1.82773326295932e-12i,-0.00231018291858194-6.64158006490579e-13i,-0.00231018241284058+1.05360268098253e-12i,-0.00231017553417337-2.08712310396442e-12i
0.0741782908376629-7.16657103935452e-18i,0.0221142858334489+1.10791802098076e-12i,0.0221142911396738-8.84827910322821e-13i,0.02211428357925-3.87119036407208e-12i,0.0221142810078773+4.1206959149788e-13i,0.0221142973040325-1.88617545737126e-12i,0.0221142917446482+5.1222825317528e-12i
-0.0613069698379349+1.04224783564586e-17i,-0.0293222437942383-1.38032148517054e-12i,-0.0293222515283507+6.88453765568765e-13i,-0.0293222439510145+3.4071996548344e-12i,-0.0293222374472797+1.3045298502744e-13i,-0.0293222469029223+7.54054254687114e-13i,-0.02932224803489-3.59993415994327e-12i
-0.0236715681716449-5.81484597922557e-19i,-9.77545649209349e-05+2.08970816498728e-13i,-9.77613747173145e-05-5.60415240813531e-13i,-9.77692564349542e-05+1.83984832885497e-12i,-9.77671982015232e-05-2.79297147634874e-14i,-9.7753467600166e-05+7.84386105517106e-13i,-9.77680811217185e-05-2.24486923620625e-12i
-0.0356229863389327-7.19514764223979e-18i,0.00187066627229499-3.43004267471542e-13i,0.00187067329138735+1.95149289278807e-13i,0.0018706787109517+2.90098588850585e-12i,0.00187066247767292-1.05843015267011e-12i,0.00187066547702677+2.45165844069606e-12i,0.00187067648001049-4.14636124319654e-12i
