-11.0557017777242+6.76155513214674e-16i,0.176877704525129-3.81329511731832e-09i,0.176888940471397+1.69115152967211e-09i,0.176921103299126+1.78941173445918e-08i,0.176859540242635-5.38546087450661e-09i,0.176847342458+1.33574791567113e-08i,0.176890982815536-2.37439913723342e-08i
-0.00415912232711176+2.0467701682019e-14i,0.000393944603123248+8.88554532983833e-10i,0.000393816739269254-1.77870095792446e-10i,0.000387645124728097-3.6307056647874e-09i,0.000394540519750674+6.93263463400943e-10i,0.000389119936999036-2.39421907365429e-09i,0.000392663471432865+4.62098093420753e-09i
0.0451328936793049+1.7855558814632e-14i,0.00610386629708674+6.90419816460611e-10i,0.00609870252562022-2.74447745470401e-10i,0.00609467367070313-3.03855810418764e-09i,0.0061073571323131+8.18438340305373e-10i,0.00610195812436806-2.2197653175825e-09i,0.00610004752202758+4.02391661334526e-09i
-0.137192470339531-1.32598251871227e-14i,-0.034515837707209-2.34299987835741e-10i,-0.0345172181073562-1.19015961522464e-10i,-0.0345145923799698+1.27921917910381e-09i,-0.0345170891682922-5.11883039823923e-11i,-0.0345069597332247+2.29594655186125e-10i,-0.0345141683084687-1.10431235440515e-09i
0.118046083862129-2.06141368766611e-14i,0.0269244370865948-3.00177383840855e-10i,0.0269266854899154-4.59852366694857e-11i,0.0269269582140974+1.59602638058759e-09i,0.0269222879294518-2.9979607258369e-10i,0.0269307948003819+1.00927560449622e-09i,0.0269250928109144-1.95934732309992e-09i
0.144713381880662+2.03781748580995e-14i,0.0296314343955523+1.23578624352311e-09i,0.0296322945799483-1.9272944772272e-10i,0.0296226537426941-5.83500700277292e-09i,0.0296392301873848+9.15450614706177e-10i,0.0296320530546671-3.48872443225613e-09i,0.0296310597826586+7.36522819238753e-09i
0.0784376931499344-2.07415260701175e-15i,0.0230291283114431-1.08564291159027e-09i,0.0230293578014178+4.23581968191189e-10i,0.0230377593712866+4.8060432756851e-09i,0.0230264332184166-1.26835788143775e-09i,0.0230214380910019+3.46808187682367e-09i,0.0230294470594243-6.34370669431626e-09i
0.107366025714775+2.4664164393792e-14i,0.0252850297965179+1.3164275227727e-09i,0.025282377066322-5.76412086147567e-10i,0.0252736609303074-6.17159893762669e-09i,0.0252916852424342+1.5405664287093e-09i,0.0252862927434563-4.24521394285219e-09i,0.025283926847826+8.13623608369054e-09i
-0.0191706686519672+2.69331882837096e-14i,-0.00295226702201864+1.81024345487666e-09i,-0.00295383682435253-4.86858764755684e-10i,-0.00296783228733706-8.05314675376851e-09i,-0.00294459421780229+1.71207146163203e-09i,-0.00295429697450301-5.14858728443403e-09i,-0.00295677802327188+1.01662833090226e-08i
0.0117107034946095-2.24466901271703e-14i,-0.00133586602197758-3.66698842330374e-10i,-0.00133556470015168-8.49158993936108e-11i,-0.00133373760466206+2.53708851506403e-09i,-0.00133990414746352-5.88281018036484e-10i,-0.00132911869647143+1.67997086453135e-09i,-0.00133581008550992-3.17716815154329e-09i
-0.188404763865409+5.27385724466009e-15i,-0.0477905357498913+5.37587118018417e-10i,-0.0477902870570308-3.97289428165397e-10i,-0.0477924252840805-1.33981578165697e-09i,-0.0477905601348581+3.1296368851332e-10i,-0.0477856585261882-1.14707508379742e-09i,-0.0477876959727572+2.03363034808237e-09i
0.017823140546817-1.76399808708133e-14i,-0.000558126315241201+2.42369015059161e-10i,-0.000559332511663298-2.96497176542577e-10i,-0.000561301500876438-9.81312507891735e-10i,-0.000558723773643792+3.19540640035726e-10i,-0.000551162226842581-7.38644421291696e-10i,-0.000560168745811829+1.45454095123737e-09i
-0.173219750224898+7.40575126234086e-16i,-0.0409923322930781+2.99901526439964e-10i,-0.0409924066927068-2.9328575524676e-10i,-0.0409975787872835-9.13150087804312e-10i,-0.0409943511090896+6.44098758389491e-10i,-0.0409915860154296-8.62478113403179e-10i,-0.0409946771056848+1.12491368017641e-09i
-0.0225908312891927+8.41433544200174e-15i,-0.00434755820569235+1.25396203170505e-10i,-0.00434787918005711+3.84015553606708e-10i,-0.00434987879650584-2.17389978642029e-09i,-0.00433992692699567+2.22223749818313e-10i,-0.00435337538887933-1.13998790303809e-09i,-0.00435133325255355+2.58225387387528e-09i
-0.0632533942940849-1.76213168608978e-15i,-0.011846215949051-8.08799991418179e-10i,-0.0118451147352492+1.25516463184446e-10i,-0.0118401747244166+4.42122636448273e-09i,-0.0118552364191158-8.76355457838845e-10i,-0.0118502532342873+2.9552991061862e-09i,-0.0118440274990779-5.81688693688833e-09i
0.0880220754340369+1.58209813919501e-14i,0.0240342898060079+3.50295854632659e-10i,0.0240359570530808+4.74466316297328e-11i,0.0240338417817829-1.83514641567613e-09i,0.0240368454065472+2.33458560567668e-10i,0.0240292648517739-8.6439707280825e-10i,0.0240355402487347+2.06834571528064e-09i
-0.081165306719303+1.19603750607914e-14i,-0.0180956674716825+3.9254636710968e-10i,-0.0180975733689193-1.93257804942271e-11i,-0.0180991933856968-2.24880235533291e-09i,-0.0180906485591661+5.7279170389166e-10i,-0.0180956386449365-1.57929676793549e-09i,-0.0180958919765313+2.88208915986862e-09i
0.0274090604248354+1.03191910941586e-14i,0.00624216744223363+6.44533083897403e-10i,0.00624075018084447-2.48607358641036e-10i,0.00623609408682121-2.58855568007888e-09i,0.00624446596537587+5.83456673567094e-10i,0.00624147956272328-1.604004196128e-09i,0.00624041699048872+3.21317954687779e-09i
0.0636168717021854-1.81271038088937e-14i,0.0180319388759273-1.23324482207727e-09i,0.01803337509625+2.59399049772701e-10i,0.0180429436614296+6.13562124964088e-09i,0.0180239768364924-1.48128103107841e-09i,0.018034716481165+3.93754377363222e-09i,0.0180363274978501-7.61804181267833e-09i
-0.182714617121415-2.2824544544919e-14i,-0.0417917712671785+5.37801376595302e-10i,-0.0417908264356041-4.9493515507944e-10i,-0.0417961827715213-1.16927209865821e-09i,-0.0417955108147323+5.0630960845783e-10i,-0.0417815198184002-1.14000583523407e-09i,-0.041793326606113+1.76009742824584e-09i
0.116262197955299+1.54942764941649e-14i,0.0332260671935547+4.67231549889929e-10i,0.0332270948502851-2.71005753367061e-10i,0.0332237341244483-1.79127531226495e-09i,0.033224384749497+4.42813908261378e-10i,0.0332236490933684-1.1639642330407e-09i,0.0332279133998705+2.31620309826519e-09i
0.0546877475947741-1.66527592650484e-14i,0.0173414291570455-1.85787065640829e-09i,0.0173448998653006+8.98196129933883e-10i,0.0173582674193475+7.69999338156628e-09i,0.0173354783679425-2.28355665709123e-09i,0.0173349329577497+5.67666469285385e-09i,0.0173448605244833-1.01334302023813e-08i
-0.0739083483719676+4.2269548413061e-14i,-0.0179251776654287+1.66886066909154e-09i,-0.0179239201283722-3.6721286380238e-10i,-0.0179367303025118-7.69261022597429e-09i,-0.017915129751505+1.651599328548e-09i,-0.0179250555723482-5.15768810037762e-09i,-0.01792289292878+9.89705959737735e-09i
0.106324289861816-4.32830146478265e-15i,0.019058454471832+1.62887479119464e-10i,0.0190552992422015-1.50321719971394e-10i,0.0190546492119322-8.88255188695123e-10i,0.0190614731001261+4.07234254973647e-10i,0.0190629247961484-8.47967543342797e-10i,0.0190563978939817+1.31642193398075e-09i
-0.031750456942814-7.3802889922537e-15i,-0.010126621279024+5.71749496919441e-10i,-0.0101288666629938-2.10062793441685e-10i,-0.0101329665254606-2.49257484399578e-09i,-0.0101243637495757+1.00851856062765e-09i,-0.0101187190044145-2.03398596112548e-09i,-0.0101282386625086+3.15635405521977e-09i
-0.182486744007384-1.39732072195755e-14i,-0.0456486872737295+9.40438931443765e-11i,-0.0456514817771092-1.78306196140089e-10i,-0.0456524211529321+6.78338079451038e-11i,-0.0456533283002144+3.72270672204779e-10i,-0.0456386612994564-6.76174884722953e-10i,-0.0456489913278455+3.20329734088515e-10i
-0.13681202577451-1.49209447858741e-15i,-0.0333941237174384-1.13437877609143e-09i,-0.033394607281636+4.82768566182105e-10i,-0.0333871287839032+4.50246226364103e-09i,-0.0333972664833418-1.20240030149908e-09i,-0.0333972419927941+3.21396600545545e-09i,-0.0333922943920548-5.86241823181854e-09i
-0.0998560776709697-7.55822428318035e-15i,-0.0259500673454099+3.97676719982504e-10i,-0.0259492675464085-2.3608490298271e-10i,-0.0259522948761173-1.49373316631935e-09i,-0.0259473137870539+6.03910172335976e-10i,-0.0259409187773952-1.35048018390443e-09i,-0.0259484725828156+2.0787097716215e-09i
-0.128123142493227+1.00136409445323e-14i,-0.0290410034289542+5.38875507502417e-10i,-0.0290410137237398-3.74287218371104e-10i,-0.0290433925740136-1.15736626709113e-09i,-0.0290445598186773+3.58916254358484e-11i,-0.0290444427871013-3.17395695131363e-10i,-0.0290404314805155+1.27428389580874e-09i
0.0322788366035106+1.56163056252383e-15i,0.00816557699293846+5.49971923333258e-10i,0.00816045001287585-2.07885735399346e-10i,0.00815835191992009-3.65738306289981e-09i,0.00817305049136538+1.26425633314537e-09i,0.00816614606551064-2.72027855251157e-09i,0.00816037958592464+4.77131951632228e-09i
0.00609348580129581+4.72413962202561e-15i,-0.00446688848573729+1.49408749572086e-10i,-0.00446895664024069-1.27479079851112e-11i,-0.00446899404739867-1.34533698096255e-09i,-0.00446155742799651+4.40216107270347e-10i,-0.00446431881224654-1.19831148564623e-09i,-0.00446711592397509+1.96677246240669e-09i
0.0466458266660315+1.68239455337035e-14i,0.0129884544556371+1.0608338124903e-09i,0.0129861658692219-5.0081174589169e-10i,0.0129786966736548-3.82016061169549e-09i,0.0129872899602822+1.23303753391803e-09i,0.0129917719371508-2.94307682743768e-09i,0.0129885721829417+4.97018127494901e-09i
-0.00204760006823747+6.33436742679772e-15i,0.00353941033632089+4.44105899185468e-10i,0.00353720684219999-4.33051098350275e-10i,0.00353548720921223-8.46162918663171e-10i,0.00353528217659153+2.57879505691183e-10i,0.00353807291243301-6.72170890947556e-10i,0.00353832847919255+1.24940078588343e-09i
0.126886963238523-3.52748374825069e-15i,0.0329378655140661-1.73235255187548e-09i,0.0329389383042274+9.96042331460432e-10i,0.0329508411577218+6.11933152212121e-09i,0.0329358919429542-1.68487394305724e-09i,0.0329258325147059+4.43791522296678e-09i,0.032937828490295-8.13606320109946e-09i
0.0973419583951388-2.38239791022391e-15i,0.0276915715464935-3.87851843906374e-10i,0.0276931557460625-9.8394018768465e-12i,0.0276958699358172+2.21143905270958e-09i,0.0276882417095986-3.92686725819432e-10i,0.027691207177973+1.5190304843966e-09i,0.0276941536020705-2.94009193685464e-09i
0.0287242923374778+1.19649588015801e-14i,0.011059139359784+6.74561317987155e-11i,0.0110587724578941-7.19324183715462e-11i,0.011057831167299-3.9592868694825e-10i,0.0110589071683828+2.54843754098577e-10i,0.0110528099689888-1.76165127842621e-10i,0.0110579053375151+3.21728788313416e-10i
0.0539145744638434-2.18080863535139e-14i,0.00900768290385465-1.6487052832433e-10i,0.00900753999141993+1.14181150960397e-11i,0.00900612547582491-6.0796866429772e-10i,0.00901024526781946+2.31987597263242e-10i,0.00901129642312171-1.98775333761367e-10i,0.00900356643596401+7.28204551864784e-10i
-0.0466854868822752-2.25774307802293e-14i,-0.0118264427904972-9.09904803776658e-10i,-0.0118245617393284+5.15425911064032e-10i,-0.0118198071704478+3.65314783868377e-09i,-0.011828406915075-1.18342113965345e-09i,-0.0118231266089135+2.68369450884995e-09i,-0.0118259265639724-4.75894691732775e-09i
-0.0901868944500542+1.47020813157335e-14i,-0.0140855063795429-1.81939535276767e-10i,-0.0140830881108575+1.30361377940689e-10i,-0.0140811921625164+9.16733209913733e-10i,-0.014086420031613-6.03044414089038e-10i,-0.0140922445327739+1.21249116868353e-09i,-0.0140821499365211-1.47459891623614e-09i
0.0720603284229669+1.79375695203481e-14i,0.0157995361582215+4.22140820697446e-10i,0.0157971298628442-9.2960875028058e-11i,0.0157939325753747-2.30708227868027e-09i,0.0158036055987243+3.47923963867929e-10i,0.015796395700968-1.22888237648818e-09i,0.0157979393691814+2.85886436999772e-09i
-0.0381195168941813-1.16136371864564e-14i,-0.00698873377735831-1.06112572517783e-09i,-0.0069873672903889+1.71035577454429e-10i,-0.00698143436267434+5.45855412602789e-09i,-0.00699837481878526-1.47009295818584e-09i,-0.00699875325824037+4.33893711940833e-09i,-0.00699079688494974-7.4373104925369e-09i
0.0624893165139249+1.04027180501068e-14i,0.0194684812157342-4.15306576413606e-10i,0.0194672683344234+3.81666740599427e-10i,0.01947079052943+8.61706562671587e-10i,0.0194701747057481-1.78540686697274e-10i,0.0194605241618615+4.88731389959016e-10i,0.0194670309556946-1.13825527885971e-09i
-0.0498378280361541+1.01709189974697e-14i,-0.0187389104237679+1.12962263336784e-09i,-0.018738489559295-3.92670340776061e-10i,-0.0187476815359472-4.98846495184634e-09i,-0.0187344501688197+1.02779079026074e-09i,-0.0187337869461585-3.18059657910203e-09i,-0.0187388140376261+6.40432043147849e-09i
0.0463477679136534-8.13274813930069e-15i,0.0142961606505851-2.9250573799441e-10i,0.0142986154682682+1.61211410079891e-10i,0.0143024970782906+1.38940884254224e-09i,0.0142946861831404-4.49094662871397e-10i,0.0142984065294797+1.03543390424465e-09i,0.0143002323265011-1.84445533942762e-09i
-0.0275884542960187+1.23910682689663e-14i,-0.00637548510354519+5.20229661395409e-12i,-0.0063773643688885-2.0674585320849e-11i,-0.00637715572331632-3.46526295990352e-10i,-0.00637653318731513+3.47793619260254e-10i,-0.00638240884203636-2.51084717455766e-10i,-0.00637726069115108+2.65292159592584e-10i
-0.0639411900093595-1.71081607190392e-14i,-0.019304742502345-6.42889568005302e-10i,-0.0193035144215662-3.044619506914e-11i,-0.0192991445639152+2.46538035063429e-09i,-0.0193053837265311-5.32408483767858e-10i,-0.0193016202292275+1.87566538753879e-09i,-0.0193032306700034-3.13530497325962e-09i
-0.0893644258450029-7.43009694610871e-15i,-0.0204104880600402-5.50836041756511e-10i,-0.0204075748182038-2.0705853677289e-10i,-0.0204037553742633+3.65677711905623e-09i,-0.0204199109546725-1.04116749864641e-09i,-0.020409291336044+2.50655211825044e-09i,-0.0204058709143533-4.36426874341498e-09i
0.245883381713053-1.38412097556544e-14i,0.0548965147624363-6.87394083672046e-10i,0.0548977954603647+8.9592107696979e-12i,0.0549004186291306+3.88923908044949e-09i,0.054887965847904-1.13306161081841e-09i,0.0548937729453947+2.80233825772156e-09i,0.0548950724469837-4.88008344243352e-09i
0.0286868334964064+1.93300278778006e-14i,0.0101694465420548+1.5503981123929e-09i,0.0101684136930268-7.26674807833456e-10i,0.0101591247381335-5.84094201187061e-09i,0.010173519450722+1.43853255615059e-09i,0.010172531353446-3.91171769077773e-09i,0.0101698017602196+7.4904077764577e-09i
-0.00740999635017548-8.9334087000401e-15i,-0.00180238082132655-5.39092586399623e-10i,-0.00180130581110886+2.37434464573201e-10i,-0.00179783515533895+1.71520047727185e-09i,-0.00180087615689666-2.69501136185556e-10i,-0.00180402554935884+1.23180075096524e-09i,-0.00180275899048163-2.37584374839282e-09i
-0.162343740437784+8.68336254582193e-15i,-0.039393574789794+2.35267261596486e-10i,-0.0393934465155412+2.05382348413912e-10i,-0.0393961808352143-2.76610677053785e-09i,-0.0393885107732898+3.36783175018929e-10i,-0.0393955186955308-1.59659846235965e-09i,-0.0393946006281531+3.58527408810521e-09i
-0.0834646876112739+2.08913315623407e-14i,-0.025538852370698+5.69565622743593e-10i,-0.0255398839383356-1.81723184550044e-10i,-0.0255440079339804-2.74043567372042e-09i,-0.0255363800187097+3.46456528548858e-10i,-0.0255420571920368-1.3652122038933e-09i,-0.025538652473625+3.37135299793728e-09i
-0.0629010484238613+1.8005073507892e-14i,-0.0107766632048708+2.08893645214543e-10i,-0.0107759493462808+6.7508995391989e-11i,-0.0107758772597781-1.43695344574698e-09i,-0.0107747414796169-9.53381424498219e-11i,-0.0107866531445304-2.9729034416712e-10i,-0.0107766787278636+1.55318285613975e-09i
-0.112407032778002-6.63003203654189e-15i,-0.0278194741453291-1.66099066291512e-10i,-0.0278204640934457+1.81292107772034e-10i,-0.0278182153102975+6.72273980021771e-10i,-0.0278205064223295-1.08368037995811e-10i,-0.0278141547949201+1.40977724567619e-10i,-0.0278177116791651-7.20078118462528e-10i
-0.136402881162613+8.54500418057278e-15i,-0.0333242792675218+2.41702852779473e-10i,-0.0333265369941492-5.93739104782105e-11i,-0.0333282413827343-1.57153709360273e-09i,-0.0333205757347232+4.01947560080207e-10i,-0.033327439010985-1.09029257145244e-09i,-0.0333274233416407+2.07755476276633e-09i
-0.167205455151176-4.80984372093273e-15i,-0.0420423537443777+1.16466246574762e-10i,-0.0420414203281153+3.1464548688699e-10i,-0.042042512770154-1.58340825704322e-09i,-0.0420357954846426+3.33166479529616e-10i,-0.0420361450138914-1.39720663004461e-09i,-0.04204151787276+2.21633559864324e-09i
0.042553180688649+1.11635148226175e-14i,0.0115772883360831-1.4183381625262e-11i,0.0115768595465248+2.57201238332545e-10i,0.0115776391377197-9.43422270872425e-10i,0.0115825524788399-5.89166360295143e-11i,0.0115701838384743-2.40898388395172e-10i,0.0115755786058283+1.00022172712581e-09i
-0.0548937004932951-2.02963289474021e-14i,-0.0125192695858829-7.28285815441421e-10i,-0.012517601975453+4.98950526108541e-12i,-0.0125114172499511+4.13201083067508e-09i,-0.0125252719414054-8.50745725659657e-10i,-0.0125157188659807+2.44457089194072e-09i,-0.0125168373618758-5.00254380426671e-09i
0.0545345491452414-8.8974483037016e-15i,0.00770178087625507+5.25464532680209e-10i,0.00769971833205125-5.60546651833678e-10i,0.0076934840974651-1.45135286347519e-09i,0.00770031224274158+5.93615303248304e-10i,0.00770962131551023-1.29822182678817e-09i,0.00769857765011272+2.19103978408387e-09i
0.0433797020376188-1.57996771648728e-14i,0.00951175297579038+1.69434395061895e-11i,0.00951471072634977-3.20474953553104e-10i,0.00951446401260087-8.4889057726528e-11i,0.00951248212266789-1.12815772369132e-12i,0.00951530446085616+2.54012160611854e-12i,0.00951231672991881+3.87005499440911e-10i
0.0715767695691657+1.28189578592019e-14i,0.017557599755046+1.80022474320965e-10i,0.0175604711897165+1.18998191082382e-10i,0.0175608622352017-1.40110103251447e-09i,0.0175608491228709-1.25973767111961e-10i,0.0175497716619787-3.08833024280702e-10i,0.017559205491172+1.53688982310921e-09i
0.00646786755156351+9.08405367959473e-15i,0.00461397751906543+4.41543032693367e-11i,0.0046143979073521+5.03041967856822e-11i,0.00461449520828075-1.18832444525374e-09i,0.00461899734012838+5.53796870607706e-11i,0.00461011550329354-4.85877029491663e-10i,0.00461388098006166+1.52436516076947e-09i
-0.0601940199263699+1.20630327944708e-14i,-0.0142108463333966+1.00296572841043e-10i,-0.0142115821005674+3.15026020829498e-10i,-0.0142096767664326-1.11808084397661e-09i,-0.0142083773282107+2.34954759550992e-10i,-0.0142120019381199-8.94872972089323e-10i,-0.014208268998986+1.36267880095142e-09i
-0.00404556148874479+1.82800909500135e-16i,0.0054991797050436-9.16825064815707e-10i,0.00550135647954278-3.73089054863632e-11i,0.00550799518752268+5.9688154372431e-09i,0.00548788829382721-1.5312514813944e-09i,0.00549040204096443+4.32760679213636e-09i,0.00550141846853492-7.81103676727197e-09i
0.0615136155516762+1.12127711841996e-14i,0.0092142107695215-7.34408123534049e-11i,0.00921369387456661+1.11209515342076e-10i,0.00921675010810791+3.62965154520311e-10i,0.0092148575605045-9.45519886871125e-11i,0.0092106144648787+4.91121037135094e-10i,0.00921677370724039-7.97300670077924e-10i
-0.111393980112938+9.2780301431645e-16i,-0.0204820840560994-3.28061647651463e-10i,-0.0204825537445489+1.19421903286351e-10i,-0.0204789438473725+1.34135317488861e-09i,-0.0204795297236829-1.498702113786e-10i,-0.0204814459811143+4.97675485115939e-10i,-0.0204809182173915-1.48051860275658e-09i
-0.126538705089129-1.2756587602608e-14i,-0.026978786482038-1.6598780575136e-09i,-0.0269759051379368+6.09210676767124e-10i,-0.0269634146765677+8.33719365780279e-09i,-0.0269879197951873-2.02466236014914e-09i,-0.0269757513956227+5.184904892341e-09i,-0.026970806411359-1.04467715238367e-08i
-0.160179949328992-3.89419573883632e-16i,-0.0393442176879074-1.15933072770794e-11i,-0.0393452572530008-1.60290945685577e-10i,-0.0393451944408987+6.25615661139224e-10i,-0.0393468831667988+8.82263373335144e-11i,-0.0393425464362052+5.99285241811063e-11i,-0.0393441700029005-6.01886478611272e-10i
-0.0623196239277381-4.23644043282374e-15i,-0.0159085925416668+5.16486213655203e-10i,-0.0159101306136137-1.73003660704254e-10i,-0.0159118191705019-2.38464998249145e-09i,-0.015903756175788+9.19655039871981e-10i,-0.0158995485757502-2.17616390559931e-09i,-0.015907557800092+3.29767539618604e-09i
-0.0520781283184712+6.37357707994539e-15i,-0.0139644092764277+1.17672208273962e-09i,-0.0139670577672311-5.24588127731942e-10i,-0.0139749033814501-4.06937626132827e-09i,-0.013964880079666+1.01975554542348e-09i,-0.0139578661462132-3.04714299184222e-09i,-0.0139657007333951+5.44463098883984e-09i
-0.0707011964078894+3.63263691035953e-15i,-0.0122812434851148+9.24343709772974e-11i,-0.0122779741425027-4.65366784629302e-10i,-0.0122798292515267+1.00160853703752e-09i,-0.0122884152416958-3.6363038367154e-10i,-0.0122814302653186+8.66416290748988e-10i,-0.0122777616974743-1.13146136208672e-09i
-0.0667496333806128+4.47494639239384e-17i,-0.0179871972932099-1.95805523532146e-11i,-0.0179882392624719-2.39556297451084e-10i,-0.0179896284259108+2.49909286910694e-10i,-0.0179885577619835+8.33807994941021e-11i,-0.0179872261936857+2.9472103374342e-10i,-0.0179885065926371-3.68874338883341e-10i
0.197636898587366+7.5575927486446e-15i,0.0538310737165146-7.57610332611917e-10i,0.0538360474827035+3.10208835731011e-10i,0.0538426426313758+3.96642721205409e-09i,0.053824157382407-1.31913111451725e-09i,0.0538230226799397+3.15685949746425e-09i,0.0538375255228738-5.35675246702855e-09i
-0.0553495893622162-8.25708618415855e-15i,-0.0166919940665208+1.08075330715642e-09i,-0.0166937199670362-6.67510850697695e-10i,-0.0167024811852423-4.06350930547502e-09i,-0.0166920111315791+1.34518852343772e-09i,-0.0166838142501058-3.16601266530737e-09i,-0.0166956098513673+5.47108932153531e-09i
-0.0690698183680473-1.81841371903624e-14i,-0.0170950241591227-7.81493589156014e-10i,-0.0170937348026416+4.6193574118874e-10i,-0.0170895851532722+2.74902841868468e-09i,-0.01709446902268-8.3291523645716e-10i,-0.0170960778748858+1.99972220320266e-09i,-0.0170970546595781-3.59628123640839e-09i
-0.0760090036583252+1.35220455011691e-14i,-0.0168138440155304+1.51510871140069e-10i,-0.0168117211052214+3.44747676987007e-10i,-0.0168142223751346-1.2546280086201e-09i,-0.0168098618893973+2.67929306070003e-11i,-0.0168183487375377-3.10890953810583e-10i,-0.0168131520325754+1.04247011972319e-09i
-0.0614029304210772-1.02041991193387e-14i,-0.0108115473909919-2.32990656962187e-10i,-0.0108088769133038+5.0459507353223e-11i,-0.0108065310477271+3.56519403607737e-10i,-0.0108121027413271-5.59698771089323e-10i,-0.0108171363049383+1.14513271579084e-09i,-0.0108121800837484-7.59424235057211e-10i
0.0741097666899502+7.12272324881425e-15i,0.0140756626073196-9.5142827484909e-11i,0.0140754632266156-3.58198335958433e-11i,0.0140773662049662+6.16048687397722e-10i,0.0140748310013584-2.81156217895561e-10i,0.0140712645252987+4.64342002062864e-10i,0.0140759247423072-6.68270355125027e-10i
-0.0316389361920431-3.66054764117647e-15i,-0.00548718921651085+1.10593729365401e-10i,-0.00548612947540182-2.03070592835092e-11i,-0.00548722378282469-1.08909359188893e-09i,-0.0054847116985675-2.89738697634735e-11i,-0.00548788772470447-4.80273395641196e-10i,-0.00548841210231577+1.50805346360287e-09i
-0.0114793912109317+2.33516337443028e-15i,-0.000587274299622603-2.47897398667555e-10i,-0.000586668021758121+6.5017168238657e-11i,-0.000582260944065544+1.66087382703917e-09i,-0.000589100696877222-4.98706665203554e-10i,-0.000588570346547355+1.1168106064465e-09i,-0.000584095718222474-2.09609707621057e-09i
0.139965272604919-2.23317953097298e-15i,0.0272364666379039+7.73956775413407e-10i,0.0272374574407049-4.91970585186294e-10i,0.0272316634549976-2.93498383029212e-09i,0.0272359194480489+5.98282160362451e-10i,0.0272427504842101-1.84490628322346e-09i,0.0272375984672304+3.89962143720947e-09i
-0.173784584371076+1.3086965488823e-15i,-0.0386237194358134-7.37689693609144e-10i,-0.03862629116736+3.89790312541274e-10i,-0.0386214183154607+2.19758983805877e-09i,-0.038621903605268-1.97381210994727e-10i,-0.0386261370331502+1.0223411043176e-09i,-0.0386252080345182-2.67465021210802e-09i
-0.00715910102524616-1.40240277532003e-14i,0.00167282183948947+1.39382110334352e-11i,0.00167066958140864-3.06060708554194e-10i,0.00166835072734561+1.27084943367521e-09i,0.00166672596899416-8.92174085069478e-11i,0.00167669630702051+5.30796465330767e-10i,0.00166885931157845-1.42030878555151e-09i
-0.00416870027620649+1.15804823505633e-16i,0.00483683318642497-4.32982342151571e-10i,0.00484016195440465+1.64300575269083e-10i,0.0048445354030387+2.60147836415142e-09i,0.00483338319427301-8.53159722092853e-10i,0.00483436113770902+2.0556671946516e-09i,0.00484138787317945-3.53530405985431e-09i
