-2.23197811034861+0.00966858079124522i,-0.601430114248335-0.0513727188293288i,-0.609238374891513-0.131078178613149i,-0.610085834256501+0.0230619519549739i,-0.418346128335845-0.00419746227635122i,0.273330974323654-0.00952272496472066i,-0.72321419772141+0.140553231603384i
-0.00812926053528863+0.00390950018156546i,0.0401286716740518-0.0487886066900041i,0.00895239931840864+0.0791051033063066i,0.0114848201443659-0.0185706821759604i,0.0402463392926765+0.0128291985875805i,-0.0263890928633839-0.00360542691096886i,-0.041794316521183-0.0357098427359834i
0.00679950249798734-0.000432685965443047i,-0.0199363284933144+0.020557642413964i,0.0498660827080424-0.0324408282407397i,0.0289915249131884+0.0136201820806846i,0.0521249267678058-0.0242788483349224i,0.0685000770334696+0.00237039209413516i,0.00418639642168328+0.0290173449540942i
0.00340844052384785+0.000509683309000581i,-0.00385107399013601-0.0493167312950355i,-0.0329064478239959+0.0187408996749787i,-0.0199525321230554-0.0113353428629492i,-0.00460670169040888+0.0363416430389282i,-0.0136878522824503-0.00127549907429384i,0.0857516895034965-0.00698009893964211i
0.011746418864791-0.00188225137247189i,-0.0368975580437981+0.0143763783169216i,-0.00055692133691605-0.0216718316739623i,0.0313833740374941+0.00708002075366149i,-0.00965227696734571-0.00633853303877781i,0.0628519547437068+0.00130829482467677i,-0.0351461140447592+0.0128959357223616i
0.000967075156694739+0.000214219437052561i,-0.0223697983779512+0.0172600782340788i,-0.0326195509990668-0.041689110818828i,-0.0428144990907462+0.00827192831657562i,-0.0158207486605604-9.40508869222709e-05i,-0.0573923213899801+0.00142262372361497i,0.0165969043754439+0.0116385143291132i
-0.00770484049049196+0.00235135880536066i,-0.0360193381692445-0.0477584769591849i,0.00336516365068352+0.00633618931169709i,0.0215801776324854+0.0156153092062088i,0.0641670325762431+0.00238752740174668i,0.00732598665170445-0.000448566487315307i,0.00202060071654138+0.015320967620283i
0.000735823412959635-0.00222777704955554i,-0.0151792513503561+0.0278039376775147i,0.0214975557325491-0.0291105561763183i,0.00362204269383026+0.00853268868205758i,-0.00791171309045419-0.0172757487798067i,-0.0380190414810553+0.00356436852329862i,0.0115399781411884+0.0190144307392889i
-0.00336597065487768+0.0056253152952535i,0.0136680081218923-0.014941314623948i,-0.00741546119720674+0.0422857590525457i,0.00325135087279253-0.0137056556614134i,-0.0450466204096731+0.0106197889870213i,0.0294459139634435-0.00420669249441767i,-0.0615027920307467-0.039992121195386i
-0.0149228541185099+0.00134249633756043i,0.0972647564711709+0.0493208024232601i,-0.0139001035577242-0.0375729734309289i,-0.00108071402096836-0.0027013849103449i,0.0914252527279593-0.0083498652674598i,0.0676374862017873-0.0018076863061226i,-0.0161999760957998-0.00160809097513151i
-0.00915160493291517+0.00351633673133051i,-0.0236276926165803+0.0270709877705481i,-0.0358945641097737-0.0416427959569805i,-0.0433489808893087+0.00645909585371013i,0.022380382830697-0.00852702085937369i,-0.0769724508303243+0.000709213757702649i,-0.055417591143473+0.00487496452494075i
0.00422094761237119-0.000792604623558749i,-0.0224348638257754-0.00908488552695981i,0.0259968842042043+0.0375600384999721i,-0.0495741459689406-0.00635861687721543i,-0.0915112295352838-0.00507830306183665i,0.0626248779306868-0.00144213950509132i,0.0114247142934448-0.0116961773623459i
0.00663901716212987-0.000518660956517276i,-0.0147015252292997+0.0694701573307013i,-0.00725259275153152-0.127734255680659i,-0.0386192919198625+0.0298844460986445i,0.0777307973171289-0.0224138077434984i,-0.0450392036040074+0.00483376455056538i,0.0450954175783766+0.0495434160885646i
-0.0183482133491124+0.00052200862440612i,0.0216352759233215-0.018874427753091i,0.0218001859568001+0.0233519611919917i,0.0610090938234422-0.00107761811188912i,-0.0712959246395167+0.0136473106920459i,-0.0535146095288555-0.00169486594579304i,0.0292618420283017-0.0191194937693595i
0.00222408991692757-0.000978147212713232i,0.00862138143233722-0.025428795471043i,-0.0150665596975651+0.0212797434700002i,0.062558975013166+0.00395947792686146i,0.0400399685537438+0.00365777367942521i,-0.022727482574269+0.000179975098035193i,-0.0390692615079813-0.000424624910446112i
0.00117301989102527+0.000350037263796971i,0.0494348639527536+0.00136878044540295i,-0.0227103304616562+0.00106942369061432i,0.0632505952397899+0.00292952992013406i,0.0996203717294111+0.00102556905201869i,0.0762801593634897-0.00180916138956078i,-0.0712441621671107-0.00552510838227542i
0.0144008538475877+0.00223568516839779i,-0.00719843304443204-0.0474165183592802i,0.0086472088900968+0.0224031061829871i,0.0140517208712469+0.012591088924556i,-0.000428628526016952+0.0104291689371573i,0.111765386850518-0.00339159978891505i,0.0253745092445482-0.0070052903417523i
-0.00151533235278208-0.000180080548619075i,0.0385912201141822+0.00570772272188522i,-0.0212221882912194-0.0349899632083119i,0.0442682914036158+0.016126459190259i,0.0354773850045868+0.00726389034678064i,0.0181476795373878-0.00149405361541254i,0.0143081979134137+0.00407361801141785i
0.0119957330334242+0.0021555456599491i,-0.0255193952500268+0.00664811353267505i,0.0174248340348935-0.0162004821973756i,-0.0172170035885294+0.0059213834923632i,0.0966794714374311-0.0161843550633982i,0.0359072097338031-3.60383706933356e-05i,-0.0394489538419695+0.0166327528638476i
-0.0149047740017581-0.00128527715705865i,-0.0424154353353028-0.103106606400963i,-0.0317630797455312+0.0715406282874835i,0.0840292400771354+0.00165550999126947i,0.0219427078224282+0.0341042840756209i,-0.0677307260898642-0.00421212980400066i,-0.00679120410324148-0.00380208472300947i
-0.00815547206319635-0.000641529479966997i,-0.00986407028427513-0.0287439878501354i,0.0356491242423433+0.0168822022757663i,0.0534898473785231+0.000555188562569806i,-0.025478264861587+0.00959451136748217i,-0.0173753274271212+0.000818754600794325i,0.0504126801445089+0.00178053004928453i
-0.00790569478444666+0.000425471891121818i,-0.014452035708058+0.0311518545967867i,-0.0140252426508639-0.0507139662711788i,0.046666034824753+0.0198389931855843i,0.0300033295645151-0.0127669475052468i,-0.0812238816949351-0.0003196889136414i,-0.0626745247086968+0.0130200942268013i
-0.00456736222525839-0.000780759031446204i,-4.9189440112749e-05-0.00310551295130945i,-0.0606381486622615+0.00722521321435334i,0.0137500067340144-0.0072650439744135i,0.0704435074564139+0.00794010539689413i,-0.0157951987387597-0.00267496991034389i,-0.0858130260075559-0.00147418939201349i
0.0209448868979936-0.00277982591627404i,-0.030611566027171-0.0482138374173624i,-0.0528005095079354+0.0562323446742092i,-0.0360079942919319-0.0189085922285709i,-0.115629395517018+0.0340881934857442i,0.00837893237566952-0.00190035445076535i,0.0392966554515949-0.0221485621194354i
-0.00600692705779892+0.00322518067817461i,-0.028853255698267-0.0176749127123295i,-0.01085730528118+0.0118983992415232i,-0.00816940734772643+0.0127657214693972i,-0.0235672166883928-0.00803958411964284i,-0.0282416672824238-0.000381335481151885i,-0.0524782299499303-0.00529483498373007i
0.00270308161463559-0.000504332059762658i,-0.0682894245482435-0.021630363320588i,-0.00154129325782967-0.00947986202558896i,0.00886688749511871+0.0143133414609247i,-0.0119765092258189-0.00370324039093661i,-0.0214790531026989+0.00241234615986802i,0.00258170506281648+0.0210671433083613i
-0.0160598184546699-0.00169361186355312i,0.0694287228650807-0.000699138682488252i,0.0474393486969465+0.0713356760130479i,-0.0526437242181931-0.0346792089185753i,-0.0361790886515313+0.000919962735403484i,-0.0178850306033117-1.31543446098212e-05i,0.0556101335681061-0.0248834688572222i
-0.00841162425220459+0.000631134857502865i,0.050161878275803+0.0177999653354892i,0.0610444182254249+0.0229560964010789i,-0.0329002766864322-0.0138541064047365i,-0.0519345680082633-0.00902546283982201i,0.0736096694162211+0.000261237393273616i,0.058373907671451-0.0156477595293708i
0.00677907868525075+0.00366091617723147i,-0.0200637425435274+0.00383181858078911i,-0.0192159897503373-0.0370651420083484i,-0.0611477997711684+0.0132356029555594i,0.048874473855732-0.00781533750410017i,0.0448165788852762-0.000424125564281422i,-0.000499921816399411+0.0147988404118075i
-0.00492121992969647+0.0031858777046921i,-0.0300152752717015-0.0159775080545898i,0.0434804823625567+0.014360659907976i,-0.0284044274408019+0.00617335760902772i,-0.0107200197618111-0.0133012095604242i,-0.0516368016683949+0.00085378474924881i,0.0162426406003409+0.00348435369668878i
0.014567508329723-0.000119817503737336i,-0.0157692131048167-0.00836486902470153i,0.00993244778962529+0.0220577608951072i,-0.0389209711810009-0.00517132849318858i,-0.0205949633747281-0.00481515399688021i,0.079749820397243-0.00225461916878157i,-0.00292189223399126-0.000968403772333165i
0.00936613300275933-0.00412344780540325i,-0.0506389328202376-0.0231687710013659i,-0.0362389309686013+0.0127829681613128i,0.00681299740215236-0.00667761108570667i,-0.0533300079344496+0.0162122019609738i,-0.0222458966377905+0.000392858562085683i,0.0171239322681928+0.00875321174058804i
0.00550482807164254+0.00430600776873558i,0.0551761269868777+0.0453589278673345i,0.0284176392517348-0.0350369815265779i,-0.0612159675821005-0.000644103371975874i,0.0755279852125991-0.018952319445563i,-0.017675170600194+0.00205227173795067i,0.0100346566776656-0.00273761879078254i
0.00201305250579926+0.00375911171301918i,-0.00262843364055115-0.00870394932003997i,-0.0301107952059774+0.00989270984087732i,-0.0310514140746815+0.00242671833214742i,0.0202907358952056-0.00235877350467316i,-0.0056531349550322-0.000923974185688638i,-0.0605558533800831-0.011299519726193i
0.0319404936568628-0.00423795321852562i,-0.0493404549216418-0.0237399168406084i,-0.0488133244576599+0.00861225151409226i,0.0254387054547736-0.00112375603043325i,0.0217700667210678+0.0136926653667939i,-0.00113146388247016+0.000125368942331349i,-0.027841349668914+0.0125330020576019i
-0.00756002999079862+0.000773423661113529i,-0.00232175408780202-0.0181735483641465i,0.0995474950781014+0.0547680973177825i,-0.0158295799085278-0.00663739265778124i,-0.0140481837894054-0.0202782288782294i,0.0695873113037098-7.6310601618188e-05i,0.0397214191544002-0.000518037937269475i
0.0116849822308143+0.00463062400727002i,0.0304852417995042+0.0460280222546372i,0.0152791696869859-0.0178402511744638i,-0.0415748489896897-0.00443271758072448i,0.0494851115402954-0.0204468705920274i,0.0763175745926347-0.000319634974729362i,-0.0649907118319634-0.011221887682441i
-0.00345355895878035-0.000137327822547343i,0.0489196178242118+0.0697587915686836i,0.0384320797033122+0.0325659386389766i,-0.0752483376088803-0.0403552628860889i,-0.115006443354645-0.0170036041209048i,-0.0501882971402469+0.00141345229009969i,-0.0207497631534737-0.036525393991344i
-0.0197024218282562+0.00271052895514783i,-0.00725125431660548+0.0167269276136524i,-0.0244658941759134-0.050142434439026i,0.0110146259144942+0.0165002540293846i,0.0657899551957577-0.00826290144819535i,-0.0823778072840044+0.00105468750742366i,-0.0381254811467831+0.017015102583408i
0.0107657706536764-0.000437847037072486i,-0.0279398922765914-0.0415596688784815i,0.0151751985822795+0.04308034138912i,-0.0169028883276911+0.00603551341811412i,-0.0119462165901762-0.0030965153218277i,0.0257217805273143-0.000247009259890594i,0.0115961378931314+0.00207663401424922i
0.00868910739421922-6.25604322814627e-05i,0.0432043540461326+0.0011015561408784i,-0.018551073626092-0.0094067913676578i,-0.0540432799722411-0.015236919131027i,0.0702789812096895+0.0155990564516498i,0.0447767162815248-0.00138283970809191i,0.0681833781576451+0.000550950105774659i
0.000981592397192371+0.00462802778479472i,-0.00194235465102621+4.71344103164083e-05i,0.0693674845005829-0.023815007683635i,0.0110427099649166+0.00479729741818958i,0.00533280135383809+0.00120812319800689i,0.0126128911523234-5.92531493771708e-05i,0.077653926168099+0.00183908568967629i
0.0275006928216735-0.00132160538839758i,-0.034116036438044-0.012996562017103i,-0.0623851022612823-0.0185506951241828i,-0.0510449713315202+0.00200897488999795i,0.0652649130689441+0.0100465360625617i,0.00822524952370597-0.00148194339677043i,-0.00765527616856268+0.0160029478525539i
7.51444104291962e-05+0.000115478144909873i,0.0245756837129658-0.00973270468860674i,-0.0221161005717672-0.0027734120561883i,0.0379540108536972-0.00236569855907562i,0.0420985959532113+0.0136571134701001i,0.050903521654218-0.000255402656676054i,-0.00579774005882543-0.00493981218657504i
0.00754826332139131-0.00241026464086912i,-0.00245167837678582-0.027572621725323i,-0.0217613314695993+0.00474565065248825i,0.0267392367976793-0.00479672485412116i,0.0460241453634326+0.0185876184557772i,0.042811645430708-0.000810192354280178i,0.0397978358008877+0.0120150217729869i
0.00630205240388956-0.00436673780149674i,0.0400205200793875+0.013358994775826i,-0.0427360033033229-0.040917592759557i,0.0229270886393623+0.000520330357111274i,0.0529133838585004+0.0170705864435035i,0.0596513026577428+0.000698056154911973i,0.0515215527944084+0.0131451510284487i
0.00281271632128291-0.0031207445701925i,-0.0224250323453218-0.0230089562793826i,-0.0364381695085677+0.018879106918932i,-0.0385343697131852-0.0119591121839338i,0.00146371800644919+0.0118211466502162i,-0.0199213283735394-0.00016472541470522i,0.0309679398449428+0.0102966753834774i
-0.000494721724604213-0.00401317087080138i,0.0328266983699623+0.0333372838174831i,-0.0169242220260757-0.00375277570399694i,0.0302068057098707-0.014576880992083i,-0.0137632500190373+0.001581556536168i,0.0648715465803351+0.000904012401004592i,-0.0226533090699767-0.00309088667342909i
-0.0222074372801227+0.00235175502488711i,0.0585840261488997+0.0405837272638362i,0.0667154193498189+0.00893670812231709i,0.00657803744485239-0.00838533462294094i,-0.0143767386670351-0.0239728676059529i,-0.0327168819624774+0.00134764252531231i,-0.00922456685820003-0.0134514886135263i
-0.00722693716641235+0.000313714520185866i,0.0613521235749359+0.0332977460979174i,0.0235708819150293+0.0297699125549826i,-0.0902496588025715-0.025931212293382i,-0.00275429417902186-0.0130945836611751i,-0.00514730471680662-0.000531937376264073i,0.0139704577567784-0.0177711407934847i
0.00045638483228667+0.00696957871381245i,-0.0548819607137474-0.0313200573453941i,0.0158143272468926+0.00470876461183831i,-0.0867688790717248+0.00123721797922498i,0.0248163717399213-0.00156853329426707i,-0.0372760230616181-0.000763729366720822i,0.0205838526468774+0.00343169095113326i
0.00212991750147176+0.000430758253432278i,-0.0262762262101037-0.0247899253968099i,0.0127229722343345+0.0171813041734066i,-0.0505599699428147+0.00223654344087713i,0.000883335094179681-0.00371183785958032i,-0.0101516476491442+0.00181336750326302i,0.0338589807897398+0.00692189210631834i
0.00357232140467803-0.00188375528131869i,-0.0298654596627438+0.00711571735390164i,-0.018563160371934-0.0510036190891523i,0.0467006206346176+0.0116960106939358i,0.00631875300612764+0.00877668270673523i,0.0131433898303437+0.0011763465184347i,0.0266755865313618+0.0220390616190043i
0.0139231055169205+0.00137002390033772i,-0.0465870850767168+0.0249236667750507i,-0.00233580278640799-0.0385625575480802i,-0.00473761796773275+0.0191186969377902i,-0.0317354689280553-0.0198844168035767i,0.0654647914148137+0.00222443462999584i,-0.0542621441668445+0.0109274890552504i
0.0127308325990642+0.000601488915786852i,-0.0352887623963752-0.0144848334663151i,0.012281715722494-0.0177074315272449i,0.0474303470625975+0.016635511005381i,-0.0632998118753034+0.00599919454713496i,-0.0189848296952367+0.000430050864339243i,0.0263738918351296+0.00329385296120017i
-0.00621359818716771+0.000797884449901908i,-0.0385001404609623-0.0691514485712947i,-0.0494227552982172+0.0181349522348095i,0.0568016836307582+0.0136113657360615i,0.0607209281409278+0.0216270583478832i,0.0412049687955422-0.0031992649205401i,-0.0355730507749354+0.00883991380335248i
-0.00821243079312339+0.000759909274082646i,-0.00112343274927773+0.0347054518835151i,0.0238979871105961-0.0563978615449432i,0.0747395359205063+0.0125768876955859i,-0.0636818325203021-0.00296578096724668i,0.130732182436799+0.00104992102991711i,0.0167091552665542+0.00699029465356641i
0.0070453306290496-0.000885034352227876i,-0.00231148026211162-0.0146543946129067i,-0.0124373184912064-0.0111795836525691i,0.0659451699571154+0.00936090320613314i,0.0644294405140471+0.00741491567044831i,0.0573337407217446-0.0022587991132726i,-0.0198573178943747+0.00990533611825143i
-0.00502521013071948-0.00345586920389653i,0.0250381217564688+0.0011618478670159i,-0.0295848984197613-0.0125342567689607i,0.051572742032261+0.00651357394973596i,0.0327344067592096+0.0060800083789639i,0.00133098514455055+0.0010607199109139i,-0.00621896689237511+0.00669092578518247i
-0.0176399975830742-7.90369044991853e-05i,0.0241397835759496+0.0459370041836519i,0.00365657454029883-0.053610023170159i,0.0456650982574323+0.0100165340018435i,0.0697955336696189-0.0123659307128044i,-0.0169689986190793+0.0010926982491836i,-0.0424230800033288+0.0128868364352962i
-0.00064284585403933+0.0079312144926009i,-0.0108906021838665+0.0304506683857065i,0.0341271200457214-0.0232311388301209i,-0.0664492527557034+0.00626800840024213i,0.0949985633600173-0.0328507295222218i,0.0389649103988962+0.000811247763182791i,-0.0850294698435261+0.000615448305823198i
-0.00305189216372466+0.00384549603476621i,0.00454055603445903-0.0245377535880658i,0.0435475395261233+0.0323954963517767i,-0.00490844461768046+0.00063516835733387i,0.0322124526315952-0.00689962762819377i,0.0361663110910273-0.00193214207374103i,0.00044778690754463-0.00638522449038205i
0.0162339796349175+0.00394475769368213i,-0.0330127399403598+0.0112597206631676i,-0.043963376047983+0.00581057951812973i,-0.103044742300239-0.00081641171114772i,-0.0394507430955334-0.00948336914978887i,-0.0507645876603733-0.00134556853411974i,-0.0817155737750465-0.0178551543231075i
-0.0102681685422481-0.000528081580106251i,0.0298946925840231+0.0212338826363075i,0.0277689162804781+0.00454818441947282i,0.0144557891510795-0.00245232504283078i,0.0930501403153048-0.0200539898123583i,-0.0226795601814174+0.00156351996506222i,-0.0491180694435367+0.00579287509566324i
6.16618262390941e-05-0.00133512141667311i,0.0140575231396224-0.0282551380089519i,0.0272494030631425+0.0534910932915601i,-0.0282809676794145-0.0190480308049413i,-0.0116786065757672+0.00800688405116656i,0.0654637530806292-0.000530712406450656i,0.0468158452771049-0.0111997940497699i
0.022232368560584-0.00263567606359499i,-0.00781258158166237+0.0115502808168121i,-0.0348106545230107-0.0388849564275565i,-0.0535615147259813+0.0134652159798559i,0.0403009494970131-0.00645325736238642i,0.0289269183544433+0.00075520631667099i,0.0254306839424954+0.0250199939030605i
0.00552484835553417+0.00375210447619062i,-0.00547352031655536-0.0363035782005083i,-0.00980217912643526+0.0438264642045356i,-0.110756563149772-0.0093776884227397i,0.0866598315341166-0.00308123499603375i,0.0395125874757411-0.00397682864038832i,-0.0151551268460854-0.0039081977760901i
0.0105367450695064+0.00134635568475642i,0.0108180617029073-0.00824247122771502i,-0.0357879714520787+0.0121489452823538i,-0.0160522994645143-0.0138335117053904i,-0.0118438485688629+0.0205577808242513i,-0.027582892571471-0.0023157857039211i,-0.0044257722993069-0.0192011137389611i
-0.00539799303042324+0.00182479148769353i,0.0361719791130723-0.00175498747761138i,-0.0133779515644488+0.0336455626831291i,-0.0897339271045919-0.0264241005569117i,0.0606145426983327+0.00323240940743895i,0.0121745738707834-0.00220558511525848i,0.00510093299973357-0.0125853847728661i
0.0052734861748471+0.0038772653264786i,-0.0262828856678673-0.0257519558971655i,-0.0393001343050557-0.0164962687192473i,0.014146340671118+0.0222089392141067i,0.0232164239730625+0.00760789474391098i,0.0163668802597097-0.00381898882876291i,-0.0434884204499135-0.00175615473757081i
-0.0145739544652834+0.00511853847303005i,0.0234986041030466+0.0391189201124256i,0.0758487650408118-0.00324062849067844i,-0.0364622279763651-0.00359537700716565i,-0.0252211395417801-0.026051943902563i,-0.0816497269486148+0.00217290254850374i,-0.000348103879892527-0.0145079127080393i
0.00330694106810979-0.00379468873906982i,-0.0369241157329236-0.0623665800161859i,-0.0390134407353433+0.00941210208055067i,0.0961303258319935+0.0121927789546747i,0.0218631008545972+0.0267570671842223i,0.085318011783412-0.00276160810131835i,0.0254870095902033+0.0203164627451135i
-0.0210783567870361+0.000497177214166286i,0.0472931000889182+0.0248622158496476i,0.00449641851663426+0.0146896506168935i,0.0154180969949266-0.0131573221232819i,0.01037899903869-0.00807642966478362i,0.0138706963610528-8.99115632199497e-05i,-0.0506205377534123-0.0137348339978367i
0.0149831978407358-0.00144864108021942i,0.0157133382993274+0.0372423158872057i,-0.0511091008800703-0.0359181684655867i,-0.045310087910408+0.00365116892478826i,-0.0083229513243754-0.00399668870954574i,0.0312328204807988-0.000322640405424413i,-0.0278065695857774+1.7872026062279e-05i
