-4.1096311951747-0.000605511274831327i,0.985676931832415+0.0637909840757338i,1.01778746886476+0.17385415914914i,0.862220900590883-0.078969670496694i,0.417383619791309-0.0104080418813866i,0.101908047530935+0.000771683460643893i,0.863899190512476-0.148778477190384i
-0.0289421327165605+0.00631155159840104i,-0.0357700851732661+0.0404811123963192i,-0.0153819032472657-0.0751661763730329i,0.00531494815793425+0.0124786712756885i,-0.0455513722573096-0.00976678839281484i,0.0145904504805543+0.00175499585236i,0.0510327654022626+0.0356075737503896i
0.0136845674433316-0.00194313372882433i,0.0231185598174711-0.0155703640411318i,-0.0560952207096032+0.0253857665069802i,-0.0287816097373029-0.00431416320556325i,-0.0462344088874889+0.0207504265474709i,-0.0590447100449018-0.000532333097906691i,-0.0140581654394603-0.0269225391299173i
0.00642490245876605+0.00545775843296441i,0.00713646175706339+0.036066580377755i,0.0234150528281788-0.0127231243737517i,0.0218260082955651+0.0102207099670699i,0.011135411475104-0.0391448775869097i,0.0112499628253129+0.000333757682582498i,-0.0850972988395661+0.00790284870053417i
0.0227415416657112-0.00159710923248816i,0.0379303142645452-0.00808859508616879i,-0.0142195492890546+0.0190738383795992i,-0.0407522630279243-0.00474599553371548i,0.00792502196411354+0.00618814381331988i,-0.0504892243138231-0.000212740854517754i,0.0197484117725278-0.0138001430476295i
0.0126257515833421-0.000891308476690427i,0.00689489334955115-0.0169708647693997i,0.0362871901193225+0.0343022039014553i,0.0437759164429351-0.00791922094333459i,0.0191643741369595-0.00294426937942863i,0.0449307976450442-0.000749323806037368i,-0.0190129196622338-0.00666341891031882i
0.00500438661798224+0.0038798486326886i,0.0403784490845432+0.0479240136149563i,-0.0158354289260853-0.00465159860664682i,-0.0230171817990071-0.0236695467176391i,-0.0500695936641672-0.00483378605222327i,-0.0147147550137059+0.000689668104103404i,-0.00271158698099173-0.0128716669726225i
-0.00767140014691539-0.00347766764787261i,0.0143448359312027-0.0108053438183239i,-0.0152672784175891+0.0101106066837392i,-0.00202643940802181-0.00207192827315076i,0.00187454202045603+0.0167814528002673i,0.0293765808101477-0.00100265600276655i,-0.000447763786588737-0.0153895498221486i
-0.012718873068568+0.00598378612668306i,-0.00525436777975379+0.0122284963019946i,-0.00153843668392691-0.0387145977253982i,-0.00350408089984926+0.00484640576464528i,0.0325771061386856-0.0151501191821437i,-0.0147012658345611+0.00280094119897168i,0.0619181711507748+0.0386630728741325i
-0.0118549345611156-0.00139582200053991i,-0.106091678027345-0.0570904302758839i,0.028316768548481+0.0369642883314665i,0.012756794915016+0.00461450402533356i,-0.077478131620272+0.0122774099856878i,-0.0583309901704394-0.000301522228435359i,0.0113752483923366+0.00243426926976686i
-0.00222698209226998+0.00178586616293175i,0.00548977782951078-0.0288639410364444i,0.0377550201527135+0.0303470068333725i,0.0418510836113384-0.0053440280043205i,-0.0197709518332925+0.00213652600590609i,0.0590743695488347+0.000248876694886145i,0.0544838868826892+0.00313496136964191i
0.0281563481620596-0.00116065590286585i,0.0327102949803174+0.00882359318830807i,-0.031433255000833-0.0256604299909904i,0.0524499367096861+0.00056589545789449i,0.0792584002489804+0.00897988723056679i,-0.0331866076514446+0.000833476304542688i,-0.0147726831770701+0.00629530001308554i
0.0462893715119735-0.00365067666824308i,-0.00416189305313729-0.0617614703609998i,0.0170252278301681+0.109679309696688i,0.0376813123992541-0.0232321721376969i,-0.0621357544910823+0.0154764956776428i,0.0235042027281797-0.00192312366471416i,-0.0484360281744973-0.0420288975470431i
-0.0625750640868146-0.00109048282663365i,-0.0128912609693357+0.0135093247248543i,-0.000964543886963973-0.0140872805466915i,-0.0499008212138378-0.00441261779870293i,0.0860834082445466-0.0144004097944963i,0.0421252756514554+0.000471865180307345i,-0.0251802502662457+0.0187319001790212i
-0.00841966541056449-0.00102573589731781i,-0.00315132702092455+0.0203769516281024i,0.00879302736716243-0.0136588454650486i,-0.0659402267148488-0.00520168637698658i,-0.0459169685657765+0.00529927221206252i,0.00944267554273799-0.000926616952665939i,0.046316805555993-0.00626218093702542i
0.00188548571628128-0.000266356298996553i,-0.0520137342194891-0.0030080157570563i,0.0199017833532075+0.00430172463830918i,-0.0719313438215927-0.00529669277971139i,-0.097802245355503+0.00191199285653725i,-0.0691866883804409+7.84363084327521e-05i,0.0611485421077389+0.00201170114472378i
0.045396205241112+0.00300347095238739i,0.0126033434837799+0.0433425981013831i,-0.0182785701416258-0.00279206979834515i,-0.0231807631310085-0.0290966215061716i,-0.000302128163387795-0.0123440739821509i,-0.0848932050494309+0.0017575657709486i,-0.0337089712722045+0.00142534219116858i
0.00147136157390775-0.00239366661610073i,-0.047566977778521-0.00947601844760257i,0.0290667663757066+0.0410148931372637i,-0.0365155383069067-0.0252138154728261i,-0.0242423074230837-0.00587100225297737i,-0.0239630600950952+0.000170779402933634i,-0.0166347987417193-0.00216182809267502i
0.0411037885266333+0.00290368725995678i,0.0152507253474829+0.00205414221817805i,-0.030276813310026-0.0010437900105487i,0.0147227777385286+0.001600423550418i,-0.0958154885473851+0.00885097157059761i,-0.0397961654091655+0.000623512950353133i,0.0299924916052384-0.0102672073709215i
-0.0207515707426313+0.00222915274262732i,0.0520784535108682+0.091276994346749i,0.0200685539176805-0.0608364870744436i,-0.071434275058459-0.00534533143724245i,-0.0234653011154621-0.0248777307695753i,0.0442203270919564+0.00064387174646116i,0.0214466366260454+0.00128184060477264i
-0.0137149477183858-0.000391135648844798i,0.0240641868134453+0.0266605949671486i,-0.025350291639192-0.0117882429299774i,-0.0453370663034683-0.00160248891351597i,0.0398872809178147-0.0129882670511598i,0.00755164689710332-0.000185541044704518i,-0.0452052581753924-0.000654952124130228i
-0.0277425743352786-0.000906124072467733i,0.0114985921309241-0.0212065876952064i,0.0113546355768611+0.0322322391345453i,-0.042911216334294-0.0142335096035197i,-0.0308121851601213+0.0106585742124127i,0.0503606254002982+0.000275557485744833i,0.0677794617878925-0.00759071478175185i
-0.00177220358324111+0.000791468476272762i,-0.00887706948450931+0.000343290371965452i,0.0488776731457552-0.0123894639644885i,-0.0186764507615257+0.0142400171757558i,-0.0738289200605929-0.00376290891413049i,0.00563699822901469+0.00038488266423703i,0.081035423130096+0.00172995888246067i
0.0374582979396017+0.000709378511933628i,0.0235751909920546+0.0333426059928673i,0.0573035668505519-0.0310351007570342i,0.0169308841875136+0.0155757967762017i,0.0921002888529879-0.0297769801716289i,0.00972714379182161-0.000233171547865898i,-0.0386253520932585+0.0120163885529011i
-0.00464520018623146+0.000604674894079232i,0.0192716272568058+0.0135382028807317i,0.0150290747049404-0.00625118479999595i,0.0067522257600593-0.018885878949607i,0.0135158530822751+0.00739120114130912i,0.0259823442939793+0.000360426596360662i,0.055894235886252+0.00469474294421896i
0.0139353835173711-0.00128649750614211i,0.060486726012865+0.0215812458551786i,0.00177147271840487+0.00450358050016691i,-0.015914773465359-0.00856251309115667i,0.00775012619401657+0.000114596700092357i,0.0162951719349466-0.00101523932368138i,0.000733988709842858-0.017602382420633i
-0.0489951446678231-0.00162487936657549i,-0.0614592751313038-0.00689313607635787i,-0.0210324164702292-0.057037477087178i,0.0658300778485027+0.0353580726379943i,0.0388207452026045+0.00676268510934905i,0.0249245242913461-0.000840635528236547i,-0.0438385934874908+0.0206992353214597i
-0.0202368595114353-0.000950641401808224i,-0.0387034619557344-0.0205268499915479i,-0.0448493195791915-0.00906652901548536i,0.0414572961082141+0.00753169466665717i,0.061580200809249+0.00813695681205527i,-0.0441434529512857+0.0005016483097404i,-0.0597661355591642+0.0130855785967271i
0.0497908326808835+0.00295383345561604i,0.00749989966589012-0.00239925050446968i,0.00868479123149303+0.0288543987586811i,0.0555730603596191-0.0160374468626627i,-0.048360102181639+8.55986393929042e-05i,-0.0356563984289824+0.00117575238477268i,-0.00540862625758896-0.00952927563448953i
-0.0118946890732609+0.00266226943196475i,0.0338725931997437+0.0246808756144213i,-0.0418275282295757-0.0219992569578295i,0.0280937267017382-0.00976112140130863i,0.0106214488467064+0.00641020740399011i,0.043223050287091+0.000839850227663202i,-0.00340612793481376+0.00177009197644333i
0.0456589253985454+0.000266807605541502i,0.00758461338160582+0.00405804394941618i,-0.0132521742330624-0.0181525413871904i,0.0371079660928605+0.00802329880470939i,0.00345302784498942+0.00649696016046984i,-0.0528843941596201+0.000747333878064905i,-0.000611325156057299-0.000380575185427199i
0.0209096280917944-0.00165887594974968i,0.052608712653569+0.0183916602301827i,0.0336964576860674-0.00286044552106069i,-0.0247817166086066+0.0104906067166861i,0.0443031850198553-0.0115873158858952i,0.0228384700704046-0.000851910626374565i,-0.0162028632879418-0.0148635463948461i
0.00138343569779244+0.00308715419631366i,-0.0610184871210458-0.0440863557899493i,-0.0266985357875002+0.0298858759545149i,0.0608945959213692-0.00297998022825111i,-0.0674124765239173+0.0135949206391004i,0.00820387153575614+0.000219225156432987i,-0.00866050303856793+0.00522728458897193i
0.0131975072811375+0.00358465699110585i,-0.00415168829885386+0.00177172833675337i,0.0192065255688557-0.00330701867221741i,0.0272354246606265-0.0100139322536042i,-0.0318484465724357+0.00341444625146046i,0.00796978913609478+0.000903151493631267i,0.06103144611199+0.00949987440673017i
0.0474948588325385-0.000348133524918279i,0.0418687615157788+0.0237734208857897i,0.0242047995957714-0.00652299379151965i,-0.0465789658291473+0.00676865140585463i,-0.0467914930059083-0.00644116722606011i,-0.00456393043869255-0.000879443473460297i,0.0267835637830638-0.0178614212657612i
-0.0185851863269657-0.00164094165457788i,0.00724895953930737+0.0201324501789315i,-0.0840999917249412-0.049893395443013i,0.023845790609442+0.00918395827899014i,0.0237077607849473+0.0174991132288075i,-0.0490504120268521+0.000583280558633785i,-0.0415425397606415+0.002052189688176i
0.027949606721459+0.00452857063167407i,-0.0435540817035518-0.0435641544578663i,-0.0201956725876141+0.0130534924416774i,0.0410561551510001+0.00462376930172951i,-0.0533197960497276+0.0117943943025418i,-0.0606011959460369+0.00128713468016798i,0.0487437413399795+0.0154382295531371i
-0.0624998528763901-0.000653592968617535i,-0.0393004651591963-0.0607587116154142i,-0.0272636299716378-0.0434014315555026i,0.0762425452351468+0.050962445540315i,0.0871978173450812+0.0157600645493959i,0.0597779192782801+0.000585891968561825i,0.0370184939177532+0.0370532894311896i
-0.0200024072236511+0.000512692829402308i,-0.00726244973292898-0.0159687422256837i,0.0308712490612127+0.031517200412134i,0.00124828105561067-0.0119791820116382i,-0.0524135600335308+0.00545538546940912i,0.0520889011464999-0.000424464315363894i,0.0422616092018665-0.00872115990278792i
0.0232752869561575-0.000584336377331039i,0.0273948312416377+0.0374952593579974i,-0.0172328542635936-0.0270136577722198i,0.00577564404831539-0.0117481938490706i,-0.000752958849738876+0.00841953395504224i,-0.0137584175587298-0.000331364215407639i,-0.0057959933878994-0.00814417642026769i
0.0375239788542995+0.00312190563530978i,-0.0481623546589412-0.00962723056774748i,0.0133868716741035+0.0160420055759977i,0.059301671028625+0.0132148433451079i,-0.0578477280719605-0.0184632332537227i,-0.0393946325240364+0.000763374003462739i,-0.0796089408948841+0.000353396364471078i
0.00180655977437991+0.00629673464810409i,0.00510192937317831+0.01024132022522i,-0.0644151252183299+0.00717243764899949i,0.00855738449348856-0.00724086455624952i,0.0221937780539185-0.0184822235291576i,-0.020145847570531+0.00147353795989822i,-0.0876788289387753+0.0100913623752445i
0.0814285121095371+0.00219543164408026i,0.0121155861294494+0.00813259599193007i,0.0417266252445927+0.0142211399231461i,0.0446019956794831+0.00286100545323646i,-0.0827143720118169-0.00755680377825513i,-0.0117104346979871-1.18088782519259e-05i,0.00181868429808628-0.0158617930974885i
0.00505552361557817+0.00125482308819586i,-0.0186575452803668+0.0111619340822858i,0.0142807321183692+0.00333958183510928i,-0.0441095954848988-0.003274578885023i,-0.0376039436024248-0.0120133315660131i,-0.0463256887564096+0.000325698699436129i,0.00380864672877065+0.00140977392257437i
0.0353183958366209-0.000389821436645996i,0.000212080290373864+0.0209906552021141i,0.0218297213266311+0.00148367913509691i,-0.0291930211167476+0.00869269618486302i,-0.0386735913088161-0.0174469469837828i,-0.0400120431669545-0.000546791223341128i,-0.0469644863974319-0.0140111054781265i
0.0344107185463025-0.00326824390338787i,-0.0386789551588837-0.0210627252727134i,0.0385793249003134+0.0501502707219331i,-0.0203447131254837-0.000848694536490157i,-0.042262041802174-0.0116733256931151i,-0.0531993175281639-0.000971874231460867i,-0.0613089025435409-0.0175929516996817i
0.0229134328534787-0.000882443901091271i,0.0167081949664953+0.0233490611700285i,0.0399220598407296-0.022626934105404i,0.0322770655974743+0.0191697540406393i,-0.0107380432179864-0.00691049965325879i,0.0195236622623122-0.00112268052034051i,-0.0249087800634232-0.0123362943014098i
0.00306463221074502-0.00439429761390691i,-0.0286875250164712-0.0292875729958183i,0.0221028926777443-0.000117045617677164i,-0.0298385047318955+0.024676868029847i,0.00565136008023274+0.00289140231362699i,-0.0489815853054361-0.000837410471804265i,0.0180460554425817-0.000396479000367119i
-0.0696459649890711-0.000673245296876374i,-0.0506244294764154-0.0368711750076922i,-0.0421928099586787-0.011780037607638i,0.00978922138624958+0.0095743364909231i,0.0192710686561358+0.0221847055782991i,0.0283717208272331-0.000105772802057849i,0.0213439259643188+0.016465193226217i
-0.0283654852424059-0.000397215335806349i,-0.0703805117180498-0.0406862963734623i,-0.00140772879985906-0.0217885822173564i,0.0920533471293728+0.0309082219471743i,0.00485772783067882+0.0154229769773423i,0.0145134637443439-0.00035254673295649i,-0.0152659382826704+0.0163001294670115i
0.0297376051417018+0.00929066542111144i,0.0509463296746249+0.0286206819173953i,-0.0311345642330957-0.0159701057888413i,0.0922775024428163-0.00396032166516301i,-0.0216911060019075-0.00986431758220276i,0.0301098637464722+0.00177055766386305i,-0.0185930987492705+0.00572805772207606i
0.0140035148409179+0.00114031349706989i,0.0226086020478197+0.0260973401971707i,-0.0134056199221392-0.0212416987119077i,0.0518351270916982-0.000955183308548746i,-0.00720081641733424+0.00217309543065368i,0.0130957638507027-0.000458424517431971i,-0.0272008363833992-0.00497929111959236i
0.0210078554329426-0.00108689177954907i,0.0310480248678909-0.00209989872710513i,0.0182850507236579+0.0464453978930593i,-0.0537392966387522-0.0103331687594381i,0.0131873457654559-0.0140943030820826i,-0.0192262452537518-0.000593419048009153i,-0.0418741315979264-0.0201035363631537i
0.0255982625748983+0.000903380955710398i,0.0341201887126775-0.00978586746886605i,-0.0102186998861587+0.0156858535761952i,-0.000613037802645648-0.0131590914849717i,0.0137185302461354+0.01561413942044i,-0.0446173085076043-0.000340511712115279i,0.0452203976741075-0.00763921366697837i
0.00127090140826454+0.00100794247913179i,0.0292230480661261+0.0273602278226469i,-0.00245009727925377+0.00574410132361229i,-0.0532503856602282-0.0184145171705166i,0.0633430309536846-0.0134260095979574i,0.0123456812106428-0.000120997106638122i,-0.0294562228419593-0.000527598606699365i
0.039619264146261+0.00185095675850966i,0.0362411028281105+0.0542218275559718i,0.0408310180744285-0.00201730169647182i,-0.0585789052860556-0.0206855707479071i,-0.0524015582874238-0.0201957579268834i,-0.0424359040145495+0.000625577094886684i,0.0276281082201353-0.0105480626904351i
0.0084669774057639-0.00191966395845922i,0.0106881901218801-0.022704874701268i,-0.0143477516847822+0.0451731662358544i,-0.0682662428998257-0.0130927371784068i,0.0835342894734398-0.00857458920509577i,-0.102861003965039+0.00061177475716461i,-0.0358711920964437-0.00227383436597921i
0.031428058997101+0.000786610055518833i,0.00148269576272857+0.0152934413704636i,0.00301360092077395+0.00772517585238426i,-0.0650113281236693-0.00576734126422882i,-0.0556895183773502-0.00732504656783221i,-0.0605061394679233+0.000414789604049012i,0.0104261620608895-0.00958353027953196i
-0.0171057062101617-0.0038806259455772i,-0.0236633420578072+0.000811173270020752i,0.0334701285678731+0.0149637931731825i,-0.0575082184170735-0.00645113538042432i,-0.0252091398617762+0.00170737473547422i,-0.0063183295287256-0.00163734591562063i,0.00356602139840387-0.0124579632621542i
-0.0355243857144471-0.00144996082121937i,-0.0158609525127375-0.033476569479152i,-0.0102371610280827+0.035478787380609i,-0.0373493304857682-0.00734967302800035i,-0.0519145472972149+0.0121489161888629i,0.00149726509100383-0.000318002931926704i,0.0397645486349177-0.00805486130061564i
0.0223426406909556+0.00686165278586918i,0.00376603406831254-0.0307702685997325i,-0.0572146573355674+0.0115570146439934i,0.0715986011316898-0.00716172917524555i,-0.0901613658489963+0.0203472090910907i,-0.0345736097095673+0.00186858588120001i,0.0742864482266942+0.00956461224496317i
-0.00358025939067115+0.00233645975310774i,-0.00554285363314783+0.0193040314323335i,-0.0358972116336291-0.0249035206318402i,0.00604943789477759-0.00356588759676876i,-0.0275834132760812+0.00201887860178623i,-0.0282465608178541+0.00110039031363169i,-0.00073979427248568+0.00723047353577731i
0.0424562107170081+0.00349784962060551i,0.0117079630426646-0.0179591496196277i,0.035776424265125+0.00142721880240461i,0.0900889895452609-0.00616211355034801i,0.0106653064425692+0.00823647977116158i,0.0511707979042614+0.000895677115813362i,0.0834295993827362+0.0165996545358723i
-0.0284682948107329-0.000329914393703033i,-0.0174598483676221-0.0198569934177156i,-0.0405072527081546-0.00422020220544915i,-0.00785713042664876+0.00397974706767531i,-0.0805252993857676+0.0261440896435975i,0.00651524432855084-0.000335420196686226i,0.0501404902692718-0.00581470990172995i
0.00988268405952097+0.00211475042064773i,0.00530665922242313+0.0268516085368308i,-0.0410552900992321-0.0456134024620022i,0.0336892390522721+0.0159544935839944i,0.00816133209351295-0.00150200098550686i,-0.0442143390198937+0.00037798008393083i,-0.0422772526389864+0.00525825934070743i
0.0612925665011554-0.00362908877307657i,-0.0104268756722196-0.0129199294315192i,0.0358191561365458+0.0438325498779718i,0.0347061487728597-0.0128922016445523i,-0.0520479927691158+0.0114950878528507i,-0.020850949439951-0.00157492632627562i,-0.0278136803403285-0.03069765026926i
0.0560161577637937+0.00570560452896411i,-0.0132332726730892+0.0246904308656065i,-0.00255202963337352-0.0390835907243259i,0.119224975815312+0.00601128063302388i,-0.097092148533714+0.00642266507200083i,-0.0274766836906224+0.00140259804590706i,0.013064633893247+0.00482615566551603i
0.0185236892562423+0.0029874115317861i,-0.024103557468569-0.00401788822519432i,0.0444767898815092-0.0045908369629811i,0.01055135022564+0.0148614851430926i,0.00704188810765205-0.0238221288985885i,0.0210620786623603+0.000485488120185324i,0.000489569511517481+0.0186242374488281i
0.00936761530878036+0.00333461868994727i,-0.0432301824133275-0.0140543983413453i,0.0170489196122315-0.0221090624233275i,0.0886847448602763+0.0294367969949913i,-0.0607480395034567-0.00174328273805213i,-0.00340370965493126+0.000268879872307129i,-0.00547097801184309+0.010340398389243i
0.0324495328722777+0.00332551342527121i,0.0130685949915472+0.0229925405034743i,0.0296719372298986+0.0190569844480276i,-0.0185837214920568-0.0340268407566954i,-0.0213871575291304-0.01087551854599i,-0.0172235778612187+0.00170995503303169i,0.0348997584287497+0.00372630183176182i
-0.0575800114627251+0.00240675281217398i,-0.0166306889540953-0.0343635052770589i,-0.0684056040504573-0.00686669288011798i,0.0555449399458786+0.000923775080237645i,0.0330108974984713+0.0171731587567239i,0.0652225364293812+0.00124943089554049i,0.0127507578594818+0.0239276995668199i
0.0387129222805227-0.00260544357330317i,0.0392844491643331+0.0547293506524549i,0.0404404622633195+0.00484292738792099i,-0.105108146234258-0.0111936114134921i,-0.0178415128016928-0.0234429296555851i,-0.0736466279120775-0.000262797893656416i,-0.0332077412395022-0.0260749882906869i
-0.0568004550619399+0.00029325438634201i,-0.0407733806728738-0.026677332878877i,-0.00015057173868728-0.0150333815302091i,-0.00896857198546967+0.0164723725050475i,-0.00839163781036705+0.0111359278148809i,-0.0060494029370674-3.19231130177068e-05i,0.0527868577355873+0.0138937794692074i
0.0375583988348225-0.00300472471008032i,-0.0388419334719594-0.0388181939890749i,0.0596950494781103+0.0404027854550339i,0.0321221779464941-0.00407932353078599i,-0.00271287979655109+0.00409124278600085i,-0.0174837887915458-0.000938594460581072i,0.0148408977380892-0.00254120494459336i
